Time (h),Aeration rate(Fg:L/h),Agitator RPM(RPM:RPM),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Heating water flow rate(Fh:L/h),Water for injection/dilution(Fw:L/h),Dumped broth flow(Fremoved:L/h),Dissolved oxygen concentration(DO2:mg/L),Vessel Volume(V:L),Vessel Weight(Wt:Kg),pH(pH:pH),Temperature(T:K),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),PAA concentration offline(PAA_offline:PAA (g L^{-1})),NH_3 concentration off-line(NH3_offline:NH3 (g L^{-1})),Oxygen in percent in off-gas(O2:O2  (%)),Offline Penicillin concentration(P_offline:P(g L^{-1})),Viscosity(Viscosity_offline:centPoise)
6.2,0,1,0.049295775,0,0.058244444,0.034289411,0,0,1,0.845794605,0.003791589,0.038135022,0.626324681,0.221789883,0.051084558,0,??,??,0.795017156,??,??
6.4,0,1,0.049295775,0,0.090884444,0.036528439,0,0,1,0.842989492,0.003854782,0.038350627,0.623560129,0.221789883,0.053296843,0,??,??,0.791585857,??,??
6.6,0,1,0.049295775,0,0.126573333,0.039676975,0,0,1,0.840639262,0.003949572,0.038620132,0.638304408,0.225680934,0.055574746,0,??,??,0.788602118,??,??
6.8,0,1,0.049295775,0,0.145164444,0.042695728,0,0,1,0.83745508,0.004075958,0.038916588,0.659499309,0.225680934,0.057927642,0,??,??,0.784872445,??,??
7,0,1,0.049295775,0,0.139408889,0.04592193,0,0,1,0.833967643,0.004202344,0.039213044,0.679619106,0.229571984,0.060350844,0,??,??,0.780098463,??,??
7.2,0,1,0.049295775,0,0.110413333,0.048904915,0,0,1,0.830101136,0.004297134,0.039455599,0.685762556,0.229571984,0.062844351,0,??,??,0.774876921,??,??
7.4,0,1,0.049295775,0,0.074448889,0.05110511,0,0,1,0.826613698,0.004328731,0.039644253,0.669175242,0.225680934,0.065408164,0,??,??,0.770401313,??,??
7.6,0,1,0.049295775,0,0.057862222,0.052926172,0,0,1,0.822671377,0.004360327,0.039832907,0.643065581,0.229571984,0.068051657,0,??,??,0.76517977,??,??
7.8,0,1,0.049295775,0,0.071351111,0.056551945,0,0,1,0.81880487,0.004391924,0.040048511,0.622945784,0.229571984,0.070784203,0,??,??,0.760256602,??,??
8,0,1,0.049295775,0,0.107968889,0.060389256,0,0,1,0.815089991,0.004455117,0.040291066,0.619874059,0.233463035,0.073601117,0,??,??,0.755333433,??,??
8.2,0.266666667,1,0.049295775,0,0.147915556,0.064150944,0,0,1,0.823202074,0.0046131,0.040587522,0.634771924,0.233463035,0.051529828,0,??,??,0.795464717,??,??
8.4,0.266666667,1,0.049295775,0,0.170666667,0.068357168,0,0,1,0.818274173,0.004771083,0.040883978,0.66149593,0.233463035,0.051103307,0,??,??,0.795613904,??,??
8.6,0.266666667,1,0.049295775,0,0.162555556,0.071483222,0,0,1,0.814559294,0.004929066,0.041207384,0.685301797,0.237354086,0.053020308,0,??,??,0.792480979,??,??
8.8,0.266666667,1,0.049295775,0,0.127022222,0.076279094,0,0,1,0.810616973,0.005055452,0.04147689,0.692213178,0.237354086,0.055256027,0,??,??,0.788900492,??,??
9,0.266666667,1,0.049295775,0,0.083631111,0.080559918,0,0,1,0.805385817,0.005087049,0.041692494,0.672707725,0.241245136,0.057585488,0,??,??,0.782933015,??,??
9.2,0.266666667,1,0.049295775,0,0.062831111,0.084725265,0,0,1,0.799775591,0.005118645,0.041881148,0.640147443,0.237354086,0.059989942,0,??,??,0.77636879,??,??
9.4,0.266666667,1,0.049295775,0,0.079591111,0.086442092,0,0,1,0.796060712,0.005150242,0.042096752,0.615112886,0.237354086,0.062460014,0,??,??,0.772340743,??,??
9.6,0.266666667,1,0.049295775,0,0.125146667,0.089327994,0,0,1,0.79151188,0.005276628,0.042366258,0.61373061,0.233463035,0.065000391,0,??,??,0.767865135,??,??
9.8,0.266666667,1,0.049295775,0,0.172124444,0.089762311,0,0,1,0.786053282,0.005434611,0.042662714,0.6317002,0.237354086,0.067625136,0,??,??,0.762494405,??,??
10,0.266666667,1,0.049295775,0,0.198511111,0.094759501,0,0,1,0.780973753,0.005655787,0.043040022,0.658270619,0.237354086,0.070338934,0,??,??,0.75742205,??,??
10.2,0.266666667,1,0.049295775,0,0.1942,0.098601921,0,0,1,0.775666783,0.005876963,0.043390379,0.678390416,0.237354086,0.073137099,0,??,??,0.75205132,??,??
10.4,0.266666667,1,0.049295775,0,0.166657778,0.10210302,0,0,1,0.771269579,0.006034946,0.043686835,0.687452004,0.237354086,0.076000883,0,??,??,0.747874086,??,??
10.6,0.266666667,1,0.049295775,0,0.128631111,0.105247469,0,0,1,0.764977028,0.006161332,0.04395634,0.67823683,0.241245136,0.078953721,0,??,??,0.742204983,??,??
10.8,0.266666667,1,0.049295775,0,0.10144,0.110776058,0,0,1,0.759063547,0.006224525,0.044198895,0.651205652,0.241245136,0.082000299,0,??,??,0.736386693,??,??
11,0.266666667,1,0.049295775,0,0.105466667,0.114414094,0,0,1,0.753453321,0.006287718,0.04444145,0.625249578,0.241245136,0.085140618,0,??,??,0.731911085,??,??
11.2,0.266666667,1,0.049295775,0,0.139488889,0.119012735,0,0,1,0.748373793,0.006414105,0.044710955,0.616341576,0.241245136,0.088374679,0,??,??,0.727435477,??,??
11.4,0.266666667,1,0.049295775,0,0.183613333,0.123100416,0,0,1,0.74124729,0.006635281,0.045061312,0.624481646,0.245136187,0.091707167,0,??,??,0.720423691,??,??
11.6,0.266666667,1,0.049295775,0,0.218355556,0.128281552,0,0,1,0.734727298,0.006856457,0.04543862,0.637536477,0.249027237,0.095152144,0,??,??,0.715202148,??,??
11.8,0.266666667,1,0.049295775,0,0.237991111,0.134872938,0,0,1,0.72987521,0.007140826,0.045842878,0.651512824,0.252918288,0.098700236,0,??,??,0.711323288,??,??
12,0.266666667,1,0.049295775,0,0.24148,0.142343175,0,0,1,0.723279404,0.007393599,0.046247137,0.663799724,0.252918288,0.102337382,0,0.220601481,0.16625704,0.705504998,1.00E+00,1.078867623
12.2,0.266666667,1,0.154929577,0,0.230893333,0.147973956,0,0,1,0.718124062,0.007741161,0.046732246,0.669789587,0.252918288,0.106077643,0,??,??,0.702222885,??,??
12.4,0.266666667,1,0.154929577,0,0.213297778,0.151244101,0,0,1,0.710087792,0.008088723,0.047217356,0.666257103,0.249027237,0.109921019,0,??,??,0.695061913,??,??
12.6,0.266666667,1,0.154929577,0,0.199866667,0.151795938,0,0,1,0.764294704,0.008404689,0.047675515,0.654123791,0.241245136,0.113890945,0,??,??,0.68402208,??,??
12.8,0.266666667,1,0.154929577,0,0.200551111,0.151213443,0,0,1,0.755045413,0.008689058,0.048133675,0.642604823,0.245136187,0.117982734,0,??,??,0.675070864,??,??
13,0.266666667,1,0.154929577,0,0.214435556,0.156118661,0,0,1,0.746099377,0.00903662,0.048618785,0.632007372,0.245136187,0.122210447,0,??,??,0.666865583,??,??
13.2,0.266666667,1,0.154929577,0,0.240537778,0.162076456,0,0,1,0.737153341,0.009384183,0.049130845,0.626631854,0.252918288,0.126578772,0,??,??,0.658361927,??,??
13.4,0.266666667,1,0.154929577,0,0.272817778,0.171396369,0,0,1,0.728813816,0.009794938,0.049696806,0.627092613,0.256809339,0.131078334,0,??,??,0.651051768,??,??
13.6,0.266666667,1,0.154929577,0,0.304564444,0.18035861,0,0,1,0.716835226,0.010268887,0.050289718,0.627553371,0.26459144,0.13574663,0,??,??,0.640011935,??,??
13.8,0.266666667,1,0.154929577,0,0.335791111,0.192580777,0,0,1,0.711300814,0.010774432,0.050909581,0.630778682,0.26848249,0.140527414,0,??,??,0.634342832,??,??
14,0.266666667,1,0.154929577,0,0.363293333,0.201246661,0,0,1,0.701217571,0.011311574,0.051556394,0.632621717,0.26459144,0.145439436,0,??,??,0.626286737,??,??
14.2,0.266666667,1,0.154929577,0,0.3888,0.204230668,0,0,1,0.69158921,0.011880312,0.052257108,0.632314545,0.26459144,0.150501443,0,??,??,0.617783082,??,??
14.4,0.266666667,1,0.154929577,0,0.414515556,0.20895194,0,0,1,0.681430153,0.012480647,0.052984773,0.63047151,0.26848249,0.155713436,0,??,??,0.608384306,??,??
14.6,0.266666667,1,0.154929577,0,0.442497778,0.219835391,0,0,1,0.673090628,0.013144175,0.053739388,0.628474889,0.276264591,0.16106604,0,??,??,0.600477398,??,??
14.8,0.266666667,1,0.154929577,0,0.4728,0.232823998,0,0,1,0.671195281,0.0138393,0.054547905,0.627399785,0.276264591,0.166498324,0,??,??,0.598687155,??,??
15,0.266666667,1,0.154929577,0,0.504311111,0.239793494,0,0,1,0.687950145,0.014597618,0.055383372,0.633850407,0.26848249,0.17192592,0,??,??,0.604207071,??,??
15.2,0.266666667,1,0.154929577,0,0.528266667,0.238270833,0,0,1,0.779230034,0.015355935,0.056245789,0.675933036,0.225680934,0.176561407,0,??,??,0.674623303,??,??
15.4,0.266666667,1,0.154929577,0,0.503288889,0.204997108,0,0,1,0.779988173,0.016114253,0.057081256,0.726462909,0.178988327,0.180020445,0,??,??,0.706101745,??,??
15.6,0.266666667,1,0.154929577,0,0.420035556,0.061499061,0.299584365,0,1,0.778017013,0.016714588,0.057808921,0.766088159,0.513618677,0.183254505,0,??,??,0.709682232,??,??
15.8,0.266666667,1,0.154929577,0.058641137,0.210017778,0.360553815,0.029958314,0,1,0.77384725,0.017030554,0.05826708,0.765780986,0.404669261,0.186469817,0,??,??,0.707295241,??,??
16,0.266666667,1,0.154929577,0.117621764,0.105008889,0.285330263,0.002995708,0,1,0.771724462,0.017220133,0.058644388,0.727077254,0.315175097,0.189671068,0,??,??,0.705355811,??,??
16.2,0.266666667,1,0.471830986,0,0.021486667,0.225803406,0.000299448,0,1,0.677412018,0.017567696,0.0592373,0.625249578,0.299610895,0.193645681,0,??,??,0.637624944,??,??
16.4,0.266666667,1,0.471830986,0,0.056071111,0.224740609,2.98E-05,0,1,0.667935285,0.017946855,0.059857162,0.54430963,0.295719844,0.19848271,0,??,??,0.612859913,??,??
16.6,0.266666667,1,0.471830986,0,0.183582222,0.231812297,2.86E-06,0,1,0.664675289,0.018515593,0.060665678,0.514667486,0.303501946,0.203516595,0,??,??,0.606295688,??,??
16.8,0.266666667,1,0.471830986,0,0.345142222,0.246701676,1.63E-07,0,1,0.661491107,0.019305507,0.061662849,0.529104592,0.303501946,0.208592664,0,??,??,0.603162763,??,??
17,0.266666667,1,0.471830986,0,0.49,0.256716494,0,0,1,0.659065063,0.020316598,0.062821722,0.555367839,0.295719844,0.213696854,0,??,??,0.600477398,??,??
17.2,0.266666667,1,0.471830986,0,0.604666667,0.257258112,0,0,1,0.657776228,0.021485671,0.064142299,0.582859776,0.280155642,0.218796358,0,??,??,0.599731464,??,??
17.4,0.266666667,1,0.471830986,0,0.6876,0.253742706,0,0,1,0.655880881,0.022749534,0.065543727,0.60758716,0.276264591,0.223905235,0,??,??,0.599283903,??,??
17.6,0.266666667,1,0.471830986,0,0.742044444,0.257135482,0,0,1,0.651786933,0.024108187,0.067026007,0.628628475,0.276264591,0.229037548,0,??,??,0.596300164,??,??
17.8,0.266666667,1,0.471830986,0,0.772133333,0.264636377,0,0,1,0.6499674,0.025530033,0.068535238,0.646444479,0.272373541,0.234188609,0,??,??,0.595554229,??,??
18,0.266666667,1,0.471830986,0,0.7816,0.268560551,0,0,1,0.644508802,0.026951878,0.070071419,0.660881585,0.26459144,0.23937248,0,??,??,0.59212293,??,??
18.2,0.266666667,1,0.471830986,0,0.774355556,0.268386824,0,0,1,0.643068339,0.028342128,0.07158065,0.673629243,0.256809339,0.244570411,0,??,??,0.591227808,??,??
18.4,0.266666667,1,0.471830986,0,0.752311111,0.268284632,0,0,1,0.640869737,0.029732377,0.07306293,0.68438028,0.249027237,0.249763656,0,??,??,0.590631061,??,??
18.6,0.266666667,1,0.471830986,0,0.717777778,0.264145855,0,0,1,0.638140438,0.031059433,0.074518259,0.692981109,0.233463035,0.254952213,0,??,??,0.589735939,??,??
18.8,0.266666667,1,0.471830986,0,0.673422222,0.25626685,0,0,1,0.636093463,0.032323296,0.075919687,0.700967593,0.233463035,0.260136084,0,??,??,0.589139191,??,??
19,0.266666667,1,0.471830986,0,0.619822222,0.257237674,0,0,1,0.632075329,0.033492369,0.077240264,0.705882353,0.225680934,0.265324641,0,??,??,0.587199761,??,??
19.2,0.266666667,1,0.471830986,0,0.560444444,0.252976266,0,0,1,0.625706964,0.03459825,0.07850694,0.70680387,0.221789883,0.270536634,0,??,??,0.581829032,??,??
19.4,0.266666667,1,0.471830986,0,0.500088889,0.253354377,0,0,1,0.621082319,0.035640937,0.079692764,0.704653663,0.217898833,0.275776749,0,??,??,0.577800985,??,??
19.6,0.266666667,1,0.471830986,0,0.442213333,0.24984919,0,0,1,0.61835302,0.036557237,0.080797736,0.701274766,0.217898833,0.281012176,0,??,??,0.575563181,??,??
19.8,0.266666667,1,0.471830986,0,0.388142222,0.251964565,0,0,1,0.613728374,0.037410345,0.081848807,0.693595454,0.221789883,0.286252291,0,??,??,0.572728629,??,??
20,0.266666667,1,0.471830986,0,0.343075556,0.257360304,0,0,1,0.61403163,0.038231856,0.082845978,0.683305176,0.229571984,0.291478345,0,??,??,0.574220498,??,??
20.2,0.555555556,1,1,0,0.309826667,0.265995531,0,0,1,0.543001622,0.039432526,0.084355208,0.624635233,0.284046693,0.226619034,0,??,??,0.592272117,??,??
20.4,0.555555556,1,1,0,0.344871111,0.315344062,0,0,1,0.528498431,0.040696389,0.085891389,0.568422669,0.322957198,0.22814701,0,??,??,0.579889602,??,??
20.6,0.555555556,1,1,0,0.444533333,0.357794631,0,0,1,0.518453094,0.042118234,0.087562323,0.533097834,0.346303502,0.233579294,0,??,??,0.571833507,??,??
20.8,0.555555556,1,1,0,0.584977778,0.389443502,0,0,1,0.510356174,0.04372966,0.08939496,0.511595761,0.365758755,0.239339671,0,??,??,0.566015217,??,??
21,0.555555556,1,1,0,0.750444444,0.420693825,0,0,1,0.504162181,0.045562261,0.091443202,0.49654431,0.361867704,0.245207849,0,??,??,0.561837983,??,??
21.2,0.555555556,1,1,0,0.933288889,0.431567057,0,0,1,0.501410138,0.047679232,0.093707048,0.486868377,0.346303502,0.251132273,0,??,??,0.558555871,??,??
21.4,0.555555556,1,1,0,1,0.432558319,0,0,1,0.494928053,0.049859395,0.096051745,0.479649823,0.3307393,0.257094192,0,??,??,0.553781889,??,??
21.6,0.555555556,1,1,0,1,0.433048841,0,0,1,0.488862944,0.052071155,0.098396443,0.474120719,0.319066148,0.263088921,0,??,??,0.548560346,??,??
21.8,0.555555556,1,1,0,1,0.435174435,0,0,1,0.486338342,0.054282916,0.10074114,0.470127477,0.311284047,0.269102398,0,??,??,0.547516038,??,??
22,0.555555556,1,1,0,1,0.439691323,0,0,1,0.4826083,0.056463079,0.103058887,0.467516511,0.303501946,0.275120562,0,??,??,0.545874981,??,??
22.2,0.555555556,1,1,0,1,0.442705988,0,0,1,0.476861609,0.05867484,0.105403584,0.465366303,0.291828794,0.281152788,0,??,??,0.541996121,??,??
22.4,0.555555556,1,1,0,1,0.441050477,0,0,1,0.474663007,0.060855003,0.107748282,0.464137613,0.280155642,0.287199074,0,??,??,0.540653439,??,??
22.6,0.555555556,1,1,0,1,0.439834392,0,0,1,0.471190733,0.063066764,0.110066029,0.463984027,0.276264591,0.293240674,0,??,??,0.540056691,??,??
22.8,0.555555556,1,1,0,1,0.445659337,0,0,1,0.465572925,0.065278524,0.112410726,0.463523268,0.260700389,0.299301021,0,??,??,0.536327018,??,??
23,0.555555556,1,1,0,1,0.439027075,0,0,1,0.46926506,0.067458687,0.114755424,0.465366303,0.256809339,0.305328559,0,??,??,0.540205878,??,??
23.2,0.555555556,1,1,0,1,0.440478201,0,0,1,0.470250641,0.069670448,0.117073171,0.467209338,0.249027237,0.31130454,0,??,??,0.542592869,??,??
23.4,0.555555556,1,1,0,1,0.438240196,0,0,1,0.466558506,0.071850611,0.119390918,0.468898787,0.241245136,0.317257086,0,??,??,0.540951813,??,??
23.6,0.555555556,1,1,0,1,0.434428433,0,0,1,0.463942927,0.074062372,0.121708665,0.471048994,0.233463035,0.323209631,0,??,??,0.539907504,??,??
23.8,0.555555556,1,1,0,1,0.432762703,0,0,1,0.458961957,0.076274132,0.124026412,0.472584856,0.221789883,0.329166864,0,??,??,0.537222139,??,??
24,0.555555556,1,1,0,1,0.425445754,0,0,1,0.452654243,0.078454296,0.126371109,0.473045615,0.221789883,0.335152219,0,0.145328741,0.150640041,0.533194092,1.00E+00,1.219428665
24.2,0.555555556,1,0.154929577,0,1,0.425047205,0,0,1,0.704553381,0.079907738,0.127826438,0.535862387,0.097276265,0.338887793,0,??,??,0.691332239,??,??
24.4,0.555555556,1,0.154929577,0,1,0.127515112,0.770045623,0,1,0.702809662,0.081329584,0.129281768,0.596375365,0.824902724,0.341207879,0,??,??,0.708637923,??,??
24.6,0.555555556,1,0.154929577,0,1,0.775555646,0.077004439,0,1,0.703037103,0.08275143,0.130710147,0.650898479,0.579766537,0.343438912,0,??,??,0.711472475,??,??
24.8,0.555555556,1,0.154929577,0,1,0.602033581,0.007700321,0,1,0.703264545,0.084204872,0.132165476,0.700353248,0.357976654,0.345637136,0,??,??,0.712815157,??,??
25,0.555555556,1,0.154929577,0,0.947066667,0.440570174,0.000769909,0,1,0.700990129,0.085563525,0.133539954,0.743664568,0.214007782,0.347825985,0,??,??,0.711770849,??,??
25.2,0.555555556,1,0.154929577,0.058603793,0.473511111,0.330601332,7.69E-05,0,1,0.752619369,0.08625865,0.134375421,0.767931193,0.13618677,0.35000546,0,??,??,0.703416381,??,??
25.4,0.555555556,1,0.154929577,0.117361488,0.236764444,0.099180328,0.449875536,0,1,0.746705888,0.086606212,0.134914432,0.751190293,0.579766537,0.352180249,0,??,??,0.700134268,??,??
25.6,0.555555556,1,0.154929577,0.176455278,0.118382222,0.49537576,0.044987431,0,1,0.743597519,0.086795791,0.13529174,0.697127937,0.474708171,0.354326915,0,??,??,0.697896464,??,??
25.8,0.555555556,1,0.154929577,0,0.069475556,0.42959475,0.00449862,0,1,0.74124729,0.086922178,0.135615146,0.637075718,0.357976654,0.356454833,0,??,??,0.695957034,??,??
26,0.555555556,1,0.154929577,0,0.089782222,0.352490864,0.000449739,0,1,0.739427757,0.087048564,0.135965503,0.590999846,0.272373541,0.358564002,0,??,??,0.694315978,??,??
26.2,0.555555556,1,0.154929577,0,0.16332,0.29049096,4.49E-05,0,1,0.740034268,0.087301337,0.136396712,0.571033635,0.210116732,0.360663798,0,??,??,0.69565866,??,??
26.4,0.555555556,1,0.154929577,0,0.259746667,0.244647616,4.36E-06,0,1,0.739731012,0.087680495,0.136935723,0.578866534,0.171206226,0.362758906,0,??,??,0.6952111,??,??
26.6,0.555555556,1,0.154929577,0,0.347195556,0.073394213,0.345293658,0,1,0.739731012,0.088217637,0.137609487,0.605436953,0.521400778,0.364844641,0,??,??,0.694465165,??,??
26.8,0.555555556,1,0.154929577,0,0.403986667,0.389034734,0.034529243,0,1,0.73791148,0.088786376,0.138337151,0.638765167,0.435797665,0.366925688,0,??,??,0.692973296,??,??
27,0.555555556,1,0.154929577,0,0.422235556,0.337509513,0.003452801,0,1,0.737380783,0.089418307,0.139064816,0.670557518,0.3307393,0.368992675,0,??,??,0.692078174,??,??
27.2,0.555555556,1,0.154929577,0,0.403724444,0.266710875,0.000345157,0,1,0.737835666,0.089987045,0.139792481,0.698510213,0.260700389,0.371036226,0,??,??,0.694017604,??,??
27.4,0.555555556,1,0.154929577,0,0.352857778,0.216064505,3.44E-05,0,1,0.736091947,0.090524187,0.140466244,0.717554907,0.214007782,0.373070403,0,??,??,0.694912726,??,??
27.6,0.555555556,1,0.154929577,0,0.280048889,0.181482723,3.32E-06,0,1,0.733893345,0.090934943,0.141032206,0.718015666,0.178988327,0.375095206,0,??,??,0.695509473,??,??
27.8,0.555555556,1,0.154929577,0,0.206835556,0.054445767,0.257565715,0,1,0.729041258,0.091250908,0.141544266,0.698049455,0.451361868,0.377124696,0,??,??,0.692227361,??,??
28,0.555555556,1,0.154929577,0,0.156715556,0.300015257,0.025756448,0,1,0.724644054,0.091472084,0.141948524,0.661649516,0.377431907,0.379168247,0,??,??,0.689989557,??,??
28.2,0.555555556,1,0.204225352,0,0.148715556,0.24933823,0.002575522,0,1,0.706979424,0.091756454,0.142433634,0.622024267,0.311284047,0.381371157,0,??,??,0.680292406,??,??
28.4,0.555555556,1,0.204225352,0,0.186395556,0.20703073,0.000257429,0,1,0.704553381,0.092072419,0.142945695,0.595607434,0.26459144,0.383667809,0,??,??,0.678352976,??,??
28.6,0.555555556,1,0.204225352,0,0.25456,0.177578987,2.56E-05,0,1,0.701824082,0.092483175,0.143538607,0.587467363,0.241245136,0.385987895,0,??,??,0.675965985,??,??
28.8,0.555555556,1,0.204225352,0,0.332,0.16292465,2.44E-06,0,1,0.703719428,0.093020317,0.144239321,0.598525572,0.221789883,0.388293921,0,??,??,0.677159481,??,??
29,0.555555556,1,0.204225352,0,0.396671111,0.151213443,1.21E-07,0,1,0.704250125,0.093652248,0.144993936,0.619413301,0.214007782,0.390585885,0,??,??,0.678203789,??,??
29.2,0.555555556,1,0.204225352,0,0.437257778,0.145378279,0,0,1,0.703340359,0.094347373,0.145829403,0.645522961,0.210116732,0.392873163,0,??,??,0.67865135,??,??
29.4,0.555555556,1,0.204225352,0,0.447644444,0.141556297,0,0,1,0.702354779,0.095042497,0.14666487,0.671632622,0.210116732,0.395155753,0,??,??,0.67865135,??,??
