Time (h),Aeration rate(Fg:L/h),Agitator RPM(RPM:RPM),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Heating water flow rate(Fh:L/h),Water for injection/dilution(Fw:L/h),Dumped broth flow(Fremoved:L/h),Dissolved oxygen concentration(DO2:mg/L),Vessel Volume(V:L),Vessel Weight(Wt:Kg),pH(pH:pH),Temperature(T:K),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),PAA concentration offline(PAA_offline:PAA (g L^{-1})),NH_3 concentration off-line(NH3_offline:NH3 (g L^{-1})),Oxygen in percent in off-gas(O2:O2  (%)),Offline Penicillin concentration(P_offline:P(g L^{-1})),Viscosity(Viscosity_offline:centPoise)
5.8,0,1,0.049295775,0,0.159128889,0.07644158,0,0,1,0.820548589,0.032797245,0.047486862,0.634618338,0.245136187,0.06187882,0,??,??,0.754438311,??,??
6,0,1,0.049295775,0,0.181991111,0.08253529,0,0,1,0.815165805,0.032986824,0.047810268,0.661956689,0.245136187,0.064714482,0,??,??,0.747426525,??,??
6.2,0,1,0.049295775,0,0.173422222,0.086017995,0,0,1,0.810465345,0.033144807,0.048133675,0.682690831,0.245136187,0.067653258,0,??,??,0.741011487,??,??
6.4,0,1,0.049295775,0,0.140982222,0.091500597,0,0,1,0.806068141,0.03330279,0.04840318,0.690216557,0.252918288,0.070704524,0,??,??,0.735491571,??,??
6.6,0,1,0.049295775,0,0.099937778,0.099568658,0,0,1,0.800306288,0.033365983,0.048645735,0.677468899,0.252918288,0.073863591,0,??,??,0.728181411,??,??
6.8,0,1,0.049295775,0,0.073706667,0.106289827,0,0,1,0.794392807,0.03339758,0.048834389,0.648901858,0.256809339,0.077153896,0,??,??,0.720871252,??,??
7,0,1,0.049295775,0,0.080453333,0.112503103,0,0,1,0.787872815,0.033429176,0.049049993,0.622638612,0.252918288,0.080580125,0,??,??,0.71221841,??,??
7.2,0,1,0.049295775,0,0.117493333,0.11613092,0,0,1,0.783172355,0.033523966,0.049319499,0.613269851,0.249027237,0.084132904,0,??,??,0.705803372,??,??
7.4,0,1,0.049295775,0,0.165208889,0.116968894,0,0,1,0.776576549,0.033681949,0.049615955,0.620795577,0.249027237,0.08781692,0,??,??,0.69759809,??,??
7.6,0,1,0.049295775,0,0.204088889,0.119830271,0,0,1,0.772179345,0.033903125,0.049993262,0.641376133,0.245136187,0.091618113,0,??,??,0.6917798,??,??
7.8,0,1,0.049295775,0,0.219217778,0.122385072,0,0,1,0.765886795,0.034155898,0.05037057,0.660574413,0.249027237,0.095541168,0,??,??,0.684320454,??,??
8,0,1,0.049295775,0,0.212346667,0.127964757,0,0,1,0.758002153,0.034377074,0.050747878,0.67700814,0.252918288,0.099604835,0,??,??,0.674324929,??,??
8.2,0.266666667,1,0.049295775,0,0.186466667,0.136180996,0,0,1,0.768161211,0.034566653,0.051071284,0.679311934,0.256809339,0.072129385,0,??,??,0.727584664,??,??
8.4,0.266666667,1,0.049295775,0,0.158022222,0.143630795,0,0,1,0.760200755,0.034724636,0.05136774,0.666564276,0.260700389,0.07189972,0,??,??,0.728330598,??,??
8.6,0.266666667,1,0.049295775,0,0.144337778,0.153522983,0,0,1,0.753756577,0.034851022,0.051664196,0.647058824,0.26459144,0.074758816,0,??,??,0.722959869,??,??
8.8,0.266666667,1,0.049295775,0,0.153182222,0.159889547,0,0,1,0.746326818,0.035009005,0.051960652,0.629857165,0.26848249,0.07808193,0,??,??,0.716246457,??,??
9,0.266666667,1,0.049295775,0,0.18176,0.169475159,0,0,1,0.73988264,0.035166988,0.052311009,0.622638612,0.276264591,0.081559717,0,??,??,0.71027898,??,??
9.2,0.266666667,1,0.049295775,0,0.218684444,0.182903192,0,0,1,0.73359009,0.03541976,0.052688317,0.626017509,0.276264591,0.085159367,0,??,??,0.705057437,??,??
9.4,0.266666667,1,0.049295775,0,0.251644444,0.191180746,0,0,1,0.727221725,0.03570413,0.053092575,0.638457994,0.280155642,0.088866818,0,??,??,0.699388334,??,??
9.6,0.266666667,1,0.049295775,0,0.270306667,0.199642246,0,0,1,0.719337084,0.036020095,0.053523784,0.654584549,0.280155642,0.092686759,0,??,??,0.6917798,??,??
9.8,0.266666667,1,0.049295775,0,0.270217778,0.207367964,0,0,1,0.711528256,0.036336061,0.053981943,0.666564276,0.284046693,0.09663325,0,??,??,0.68446964,??,??
10,0.266666667,1,0.049295775,0,0.25644,0.21844558,0,0,1,0.703871056,0.03662043,0.054413152,0.669636001,0.287937743,0.100692229,0,??,??,0.677308668,??,??
10.2,0.266666667,1,0.049295775,0,0.239102222,0.231188926,0,0,1,0.695834786,0.036873203,0.05481741,0.665335586,0.291828794,0.104873073,0,??,??,0.669700134,??,??
10.4,0.266666667,1,0.049295775,0,0.22664,0.242348295,0,0,1,0.688784097,0.037125976,0.055194718,0.65780986,0.299610895,0.109166405,0,??,??,0.663135909,??,??
10.6,0.266666667,1,0.049295775,0,0.222933333,0.256317946,0,0,1,0.682794802,0.037378748,0.055572025,0.649976962,0.291828794,0.113558165,0,??,??,0.657466806,??,??
10.8,0.266666667,1,0.049295775,0,0.228235556,0.258228937,0,0,1,0.67961062,0.037631521,0.055976284,0.643987099,0.287937743,0.118024917,0,??,??,0.652543637,??,??
11,0.266666667,1,0.049295775,0,0.240568889,0.264861199,0,0,1,0.707131052,0.037884293,0.056380542,0.651052066,0.280155642,0.122430738,0,??,??,0.663135909,??,??
11.2,0.266666667,1,0.049295775,0,0.244591111,0.263256784,0,0,1,0.762930054,0.038168663,0.0567848,0.691445247,0.221789883,0.125969456,0,??,??,0.722512308,??,??
11.4,0.266666667,1,0.049295775,0,0.201635556,0.219038293,0,0,1,0.76285424,0.038389839,0.057135157,0.724466288,0.167315175,0.128734812,0,??,??,0.7408623,??,??
11.6,0.266666667,1,0.049295775,0,0.120826667,0.065712438,0.32403829,0,1,0.761565405,0.038484628,0.057404662,0.722008908,0.509727626,0.131364244,0,??,??,0.742652544,??,??
11.8,0.266666667,1,0.049295775,0,0.043107556,0.371682527,0.032403706,0,1,0.760049127,0.038453032,0.057566366,0.679158347,0.416342412,0.13397024,0,??,??,0.742950917,??,??
12,0.266666667,1,0.049295775,0,0.015114667,0.311757121,0.003240248,0,1,0.75951843,0.038389839,0.057674168,0.625249578,0.338521401,0.136562175,0,0.202752031,0.128161802,0.743398478,1.00E+00,1.084242829
12.2,0.266666667,1,0.154929577,0,0.049235556,0.260937025,0.000323902,0,1,0.72888963,0.038484628,0.057970624,0.581938258,0.291828794,0.139416585,0,??,??,0.719528569,??,??
12.4,0.266666667,1,0.154929577,0,0.133213333,0.234264906,3.23E-05,0,1,0.725705448,0.038705804,0.058347932,0.576869912,0.260700389,0.142552217,0,??,??,0.710577353,??,??
12.6,0.266666667,1,0.154929577,0,0.222835556,0.216994453,3.10E-06,0,1,0.787417931,0.039053367,0.058833041,0.604669022,0.241245136,0.14573472,0,??,??,0.707444428,??,??
12.8,0.266666667,1,0.154929577,0,0.280351111,0.204251107,1.87E-07,0,1,0.78582584,0.039464122,0.059399003,0.646905237,0.229571984,0.148926597,0,??,??,0.70684768,??,??
13,0.266666667,1,0.154929577,0,0.289088889,0.19639254,0,0,1,0.782944914,0.039906474,0.059964964,0.688987867,0.217898833,0.152123161,0,??,??,0.704460689,??,??
13.2,0.266666667,1,0.154929577,0,0.249235556,0.190690224,0,0,1,0.781352823,0.040285633,0.060503975,0.717554907,0.210116732,0.155315037,0,??,??,0.703118007,??,??
13.4,0.266666667,1,0.154929577,0,0.176453333,0.184599579,0,0,1,0.779609104,0.040538406,0.060935184,0.72231608,0.19844358,0.158492853,0,??,??,0.702222885,??,??
13.6,0.266666667,1,0.154929577,0,0.098191111,0.175392078,0,0,1,0.777789571,0.040696389,0.061285541,0.691138074,0.194552529,0.161661295,0,??,??,0.700880203,??,??
13.8,0.266666667,1,0.154929577,0,0.056213333,0.17099782,0,0,1,0.774453761,0.040822775,0.061581997,0.640454615,0.194552529,0.164825049,0,??,??,0.698940773,??,??
14,0.266666667,1,0.154929577,0,0.072813333,0.167564168,0,0,1,0.771800276,0.040949161,0.061878453,0.602211642,0.190661479,0.168007552,0,??,??,0.696553782,??,??
14.2,0.266666667,1,0.154929577,0,0.133404444,0.162730485,0,0,1,0.771042137,0.041138741,0.062255761,0.590385501,0.194552529,0.171185367,0,??,??,0.696852156,??,??
14.4,0.266666667,1,0.154929577,0,0.207404444,0.166695536,0,0,1,0.770966323,0.041454706,0.062740871,0.605744125,0.19844358,0.174353809,0,??,??,0.697299717,??,??
14.6,0.266666667,1,0.154929577,0,0.2636,0.167605045,0,0,1,0.770056557,0.041865462,0.063279881,0.634925511,0.19844358,0.177508189,0,??,??,0.697299717,??,??
14.8,0.266666667,1,0.154929577,0,0.286164444,0.165980192,0,0,1,0.769222605,0.042307814,0.063845843,0.667178621,0.194552529,0.180653196,0,??,??,0.697747277,??,??
15,0.266666667,1,0.154929577,0,0.271586667,0.16331298,0,0,1,0.766948189,0.042686973,0.064411804,0.692059591,0.19844358,0.183793515,0,??,??,0.695957034,??,??
15.2,0.266666667,1,0.154929577,0,0.228288889,0.165550985,0,0,1,0.764749587,0.043034535,0.064923865,0.703732146,0.20233463,0.186919773,0,??,??,0.694017604,??,??
15.4,0.266666667,1,0.154929577,0,0.171471111,0.167513072,0,0,1,0.761944474,0.043318904,0.065355073,0.696667179,0.20233463,0.190046031,0,??,??,0.6917798,??,??
15.6,0.266666667,1,0.154929577,0,0.122933333,0.169086829,0,0,1,0.760807266,0.043508484,0.065705431,0.673475657,0.206225681,0.193162916,0,??,??,0.691332239,??,??
15.8,0.266666667,1,0.154929577,0,0.1012,0.171631411,0,0,1,0.759215175,0.043666467,0.066055788,0.642451236,0.210116732,0.196270426,0,??,??,0.691332239,??,??
16,0.266666667,1,0.154929577,0,0.115404444,0.17395117,0,0,1,0.75951843,0.043856046,0.066433095,0.619874059,0.210116732,0.199363874,0,??,??,0.692376548,??,??
16.2,0.266666667,1,0.471830986,0,0.155497778,0.175300105,0,0,1,0.662173432,0.044393188,0.067187711,0.58024881,0.252918288,0.203225998,0,??,??,0.624944055,??,??
16.4,0.266666667,1,0.471830986,0,0.241653333,0.212814799,0,0,1,0.655880881,0.045025119,0.068050128,0.564429427,0.291828794,0.207922416,0,??,??,0.603162763,??,??
16.6,0.266666667,1,0.471830986,0,0.345848889,0.254509147,0,0,1,0.653151582,0.04584663,0.069047298,0.573491015,0.311284047,0.212782881,0,??,??,0.598090407,??,??
16.8,0.266666667,1,0.471830986,0,0.439422222,0.278534493,0,0,1,0.651711119,0.046762931,0.070152271,0.593150054,0.322957198,0.217680841,0,??,??,0.59600179,??,??
17,0.266666667,1,0.471830986,0,0.510488889,0.297562649,0,0,1,0.646479962,0.047805618,0.071365045,0.613269851,0.322957198,0.22259755,0,??,??,0.592272117,??,??
17.2,0.266666667,1,0.471830986,0,0.558355556,0.310265118,0,0,1,0.643599036,0.048879901,0.07260477,0.632314545,0.319066148,0.227547068,0,??,??,0.590332687,??,??
17.4,0.266666667,1,0.471830986,0,0.584222222,0.317857986,0,0,1,0.641248806,0.050017378,0.073898396,0.650284135,0.315175097,0.232510648,0,??,??,0.589586752,??,??
17.6,0.266666667,1,0.471830986,0,0.5892,0.324796824,0,0,1,0.638367879,0.051154855,0.075165072,0.665489172,0.303501946,0.237478914,0,??,??,0.587945696,??,??
17.8,0.266666667,1,0.471830986,0,0.576488889,0.325757429,0,0,1,0.635335325,0.052292332,0.076458698,0.678544002,0.287937743,0.242451868,0,??,??,0.586155453,??,??
18,0.266666667,1,0.471830986,0,0.548755556,0.321833256,0,0,1,0.630862307,0.053366615,0.077698423,0.688527108,0.272373541,0.247443569,0,??,??,0.583619275,??,??
18.2,0.266666667,1,0.471830986,0,0.509422222,0.31665212,0,0,1,0.625555337,0.054409302,0.078884247,0.695284902,0.260700389,0.252472767,0,??,??,0.580038789,??,??
18.4,0.266666667,1,0.471830986,0,0.4624,0.310929366,0,0,1,0.621840457,0.055357199,0.08001617,0.699124558,0.252918288,0.2575254,0,??,??,0.577353424,??,??
18.6,0.266666667,1,0.471830986,0,0.410942222,0.311767341,0,0,1,0.619035344,0.056241903,0.081094192,0.700506835,0.249027237,0.262578033,0,??,??,0.574966433,??,??
18.8,0.266666667,1,0.471830986,0,0.357813333,0.312237424,0,0,1,0.618201392,0.057063414,0.082091362,0.698970972,0.241245136,0.267607231,0,??,??,0.575264807,??,??
19,0.266666667,1,0.471830986,0,0.306524444,0.308691361,0,0,1,0.61365256,0.057790136,0.083034631,0.690830902,0.225680934,0.272617681,0,??,??,0.571833507,??,??
19.2,0.266666667,1,0.471830986,0,0.264626667,0.2997189,0,0,1,0.610165123,0.05848526,0.08395095,0.677468899,0.217898833,0.277628131,0,??,??,0.568998956,??,??
19.4,0.266666667,1,0.471830986,0,0.238173333,0.295171355,0,0,1,0.605692105,0.059117192,0.084813367,0.660574413,0.214007782,0.282643268,0,??,??,0.566462778,??,??
19.6,0.266666667,1,0.471830986,0,0.23132,0.293147953,0,0,1,0.6040242,0.059749123,0.085648834,0.642144064,0.214007782,0.287663092,0,??,??,0.565120095,??,??
19.8,0.266666667,1,0.471830986,0,0.245764444,0.294517326,0,0,1,0.60364513,0.060412651,0.086511252,0.632621717,0.217898833,0.292650106,0,??,??,0.564970909,??,??
20,0.266666667,1,0.471830986,0,0.271106667,0.296755332,0,0,1,0.601598156,0.061107776,0.08742757,0.630932268,0.210116732,0.297608998,0,??,??,0.563777413,??,??
20.2,0.555555556,1,1,0,0.298444444,0.292698308,0,0,1,0.521675183,0.062308446,0.0888829,0.59207495,0.252918288,0.231390444,0,??,??,0.574369685,??,??
20.4,0.555555556,1,1,0,0.371231111,0.331888951,0,0,1,0.50869585,0.063603905,0.090446032,0.560436185,0.287937743,0.232590328,0,??,??,0.562733105,??,??
20.6,0.555555556,1,1,0,0.480222222,0.365959774,0,0,1,0.500326,0.065088944,0.092143916,0.539855629,0.315175097,0.237863252,0,??,??,0.556318067,??,??
20.8,0.555555556,1,1,0,0.612977778,0.397434919,0,0,1,0.492312474,0.066731966,0.094003504,0.526186454,0.315175097,0.243464269,0,??,??,0.551245711,??,??
21,0.555555556,1,1,0,0.761555556,0.407654122,0,0,1,0.489666571,0.068596164,0.096051745,0.516971279,0.315175097,0.249135592,0,??,??,0.548709533,??,??
21.2,0.555555556,1,1,0,0.9208,0.419007656,0,0,1,0.484928204,0.070681538,0.09828864,0.510367071,0.287937743,0.254839724,0,??,??,0.545427421,??,??
21.4,0.555555556,1,1,0,1,0.40472121,0,0,1,0.483851647,0.072861702,0.100606387,0.506527415,0.26459144,0.260567292,0,??,??,0.544383112,??,??
21.6,0.555555556,1,1,0,1,0.394205651,0,0,1,0.481630301,0.075073462,0.102924134,0.504837967,0.252918288,0.266285485,0,??,??,0.54348799,??,??
21.8,0.555555556,1,1,0,1,0.389188022,0,0,1,0.478620491,0.077253626,0.105268832,0.504223622,0.249027237,0.271994304,0,??,??,0.542592869,??,??
22,0.555555556,1,1,0,1,0.390291696,0,0,1,0.471926127,0.079465386,0.107586579,0.503609277,0.237354086,0.277735933,0,??,??,0.538117261,??,??
22.2,0.555555556,1,1,0,1,0.384190832,0,0,1,0.46636139,0.08164555,0.109904326,0.502994932,0.249027237,0.283515058,0,??,??,0.535581083,??,??
22.4,0.555555556,1,1,0,1,0.397792591,0,0,1,0.459560886,0.08385731,0.112222072,0.501919828,0.256809339,0.289336366,0,??,??,0.532448158,??,??
22.6,0.555555556,1,1,0,1,0.410260018,0,0,1,0.455398705,0.086037474,0.11456677,0.501151897,0.26848249,0.295185797,0,??,??,0.529315232,??,??
22.8,0.555555556,1,1,0,1,0.424485149,0,0,1,0.4554821,0.088249234,0.116884517,0.502073414,0.284046693,0.301025853,0,??,??,0.52991198,??,??
23,0.555555556,1,1,0,1,0.442430069,0,0,1,0.454511683,0.090460994,0.119202264,0.503916449,0.26848249,0.3068331,0,??,??,0.531105475,??,??
23.2,0.555555556,1,1,0,1,0.438046031,0,0,1,0.451342663,0.092641158,0.121520011,0.50591307,0.249027237,0.312630974,0,??,??,0.528718484,??,??
23.4,0.555555556,1,1,0,1,0.427305649,0,0,1,0.442927325,0.094852918,0.123837758,0.506834588,0.241245136,0.318452282,0,??,??,0.523347755,??,??
23.6,0.555555556,1,1,0,1,0.424045723,0,0,1,0.439022911,0.097033082,0.126155505,0.507602519,0.237354086,0.3243064,0,??,??,0.521408325,??,??
23.8,0.555555556,1,1,0,1,0.422185828,0,0,1,0.42994041,0.099244842,0.128473252,0.506681001,0.233463035,0.330216762,0,??,??,0.517081904,??,??
24,0.555555556,1,1,0,1,0.421899691,0,0,1,0.42075177,0.101425006,0.130817949,0.504530794,0.233463035,0.336206804,0,0.137372751,0.124731183,0.5114128,1.00E+00,1.221545077
24.2,0.555555556,1,0.154929577,0,1,0.424750848,0,0,1,0.686737123,0.102878448,0.132273279,0.567654738,0.108949416,0.339900194,0,??,??,0.671639564,??,??
24.4,0.555555556,1,0.154929577,0,1,0.127423139,0.765999585,0,1,0.685978984,0.104300294,0.133701657,0.627706957,0.813229572,0.342149975,0,??,??,0.690287931,??,??
24.6,0.555555556,1,0.154929577,0,1,0.757212177,0.076599836,0,1,0.684841776,0.10572214,0.135156987,0.681308555,0.544747082,0.344301328,0,??,??,0.691183052,??,??
24.8,0.555555556,1,0.154929577,0,0.969066667,0.559664765,0.007659861,0,1,0.683552941,0.107112389,0.136558415,0.728613116,0.3307393,0.346429246,0,??,??,0.690884679,??,??
25,0.555555556,1,0.154929577,0,0.883466667,0.406376721,0.000765863,0,1,0.681809222,0.108376252,0.137878992,0.769774228,0.190661479,0.348538416,0,??,??,0.691183052,??,??
25.2,0.555555556,1,0.154929577,0.058613978,0.441724444,0.29395527,7.65E-05,0,1,0.733741717,0.10903978,0.138660558,0.798034096,0.108949416,0.350638211,0,??,??,0.682977771,??,??
25.4,0.555555556,1,0.154929577,0.117327539,0.220862222,0.088186509,0.418245362,0,1,0.727828236,0.109355746,0.139172618,0.795576716,0.521400778,0.352723946,0,??,??,0.679844846,??,??
25.6,0.555555556,1,0.154929577,0.176285533,0.110431111,0.451831736,0.041824413,0,1,0.724644054,0.109545325,0.139549926,0.749961603,0.412451362,0.354790932,0,??,??,0.678352976,??,??
25.8,0.555555556,1,0.154929577,0.235549068,0.055213333,0.37818194,0.004182318,0,1,0.721308244,0.109640115,0.139873332,0.681615727,0.311284047,0.356843857,0,??,??,0.675369238,??,??
26,0.555555556,1,0.154929577,0,0.024190222,0.308323469,0.000418109,0,1,0.721687313,0.109703308,0.140115887,0.610351712,0.241245136,0.358863973,0,??,??,0.676413546,??,??
26.2,0.555555556,1,0.154929577,0,0.075422222,0.256532549,4.17E-05,0,1,0.720171036,0.109829694,0.140466244,0.569190601,0.190661479,0.360874715,0,??,??,0.675667612,??,??
26.4,0.555555556,1,0.154929577,0,0.173973333,0.216534589,4.05E-06,0,1,0.720929175,0.110082467,0.140897453,0.568422669,0.163424125,0.362866708,0,??,??,0.675518425,??,??
26.6,0.555555556,1,0.154929577,0,0.273328889,0.064961327,0.30611817,0,1,0.723203591,0.110493223,0.141463415,0.596375365,0.474708171,0.364844641,0,??,??,0.677457855,??,??
26.8,0.555555556,1,0.154929577,0,0.340408889,0.343814761,0.030611694,0,1,0.725326379,0.110998768,0.142110228,0.634464752,0.404669261,0.366794451,0,??,??,0.680739967,??,??
27,0.555555556,1,0.154929577,0,0.36352,0.298880926,0.003061046,0,1,0.725629634,0.111504313,0.142783991,0.672707725,0.326848249,0.368744261,0,??,??,0.683723706,??,??
27.2,0.555555556,1,0.154929577,0,0.342448889,0.2489499,0.000305982,0,1,0.72358266,0.112009858,0.143430804,0.704960836,0.272373541,0.370684697,0,??,??,0.682977771,??,??
27.4,0.555555556,1,0.154929577,0,0.284124444,0.215900998,3.05E-05,0,1,0.719337084,0.112420614,0.144023716,0.725694978,0.245136187,0.372629821,0,??,??,0.680292406,??,??
27.6,0.555555556,1,0.154929577,0,0.201826667,0.196300567,2.92E-06,0,1,0.715849646,0.112736579,0.144481876,0.725080633,0.217898833,0.374570257,0,??,??,0.678352976,??,??
27.8,0.555555556,1,0.154929577,0,0.120337778,0.176168737,1.69E-07,0,1,0.711983139,0.112926159,0.144886134,0.689755798,0.20233463,0.376501319,0,??,??,0.674921677,??,??
28,0.555555556,1,0.154929577,0,0.079982222,0.164794764,0,0,1,0.708344074,0.113052545,0.14520954,0.640301029,0.190661479,0.378427694,0,??,??,0.673131434,??,??
28.2,0.555555556,1,0.204225352,0,0.096635556,0.153860217,0,0,1,0.69295386,0.113242125,0.145613799,0.601290124,0.190661479,0.380485306,0,??,??,0.665373713,??,??
28.4,0.555555556,1,0.204225352,0,0.158173333,0.15203098,0,0,1,0.692195721,0.113526494,0.146098909,0.591614191,0.186770428,0.382617911,0,??,??,0.664926152,??,??
28.6,0.555555556,1,0.204225352,0,0.230831111,0.045610244,0.220413245,0,1,0.693711998,0.113905653,0.146637919,0.608508678,0.431906615,0.384741142,0,??,??,0.666865583,??,??
28.8,0.555555556,1,0.204225352,0,0.283915556,0.266199915,0.022041202,0,1,0.693787812,0.114379601,0.147284733,0.636154201,0.392996109,0.386859685,0,??,??,0.668059078,??,??
29,0.555555556,1,0.204225352,0,0.305173333,0.249828752,0.002203997,0,1,0.69295386,0.11485355,0.147931546,0.663799724,0.350194553,0.388968855,0,??,??,0.668208265,??,??
29.2,0.555555556,1,0.204225352,0,0.294533333,0.228756755,0.000220277,0,1,0.691513396,0.115359095,0.148551408,0.69006297,0.315175097,0.391073338,0,??,??,0.667611517,??,??
29.4,0.555555556,1,0.204225352,0,0.253493333,0.210893589,2.19E-05,0,1,0.686888751,0.115769851,0.14914432,0.703271387,0.284046693,0.393182507,0,??,??,0.6655229,??,??
