Time (h),Aeration rate(Fg:L/h),Agitator RPM(RPM:RPM),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Heating water flow rate(Fh:L/h),Water for injection/dilution(Fw:L/h),Dumped broth flow(Fremoved:L/h),Dissolved oxygen concentration(DO2:mg/L),Vessel Volume(V:L),Vessel Weight(Wt:Kg),pH(pH:pH),Temperature(T:K),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),PAA concentration offline(PAA_offline:PAA (g L^{-1})),NH_3 concentration off-line(NH3_offline:NH3 (g L^{-1})),Oxygen in percent in off-gas(O2:O2  (%)),Offline Penicillin concentration(P_offline:P(g L^{-1})),Viscosity(Viscosity_offline:centPoise)
4.6,0,1,0.049295775,0,0.104777778,0.017938687,0,0,1,0.869296902,0.010300483,0.024282442,0.623406543,0.214007782,0.034215888,0.5,??,??,0.834402506,??,??
4.8,0,1,0.049295775,0,0.140844444,0.022854123,0,0,1,0.865506209,0.010458466,0.024578898,0.628935647,0.217898833,0.035978216,0.5,??,??,0.829330151,??,??
5,0,1,0.049295775,0,0.170337778,0.028831335,0,0,1,0.863080166,0.010679642,0.024929255,0.643987099,0.225680934,0.037806164,0.5,??,??,0.825600477,??,??
5.2,0,1,0.049295775,0,0.182537778,0.034962857,0,0,1,0.860123425,0.010869222,0.025252661,0.659499309,0.229571984,0.039695042,0,??,??,0.821721617,??,??
5.4,0,1,0.049295775,0,0.176862222,0.040560936,0,0,1,0.858758775,0.011027205,0.025576068,0.673629243,0.233463035,0.041644852,0,??,??,0.820080561,??,??
5.6,0,1,0.049295775,0,0.154817778,0.046648515,0,0,1,0.855498779,0.011185188,0.025899474,0.677315313,0.237354086,0.043650907,0,??,??,0.816350888,??,??
5.8,0,1,0.049295775,0,0.128528889,0.053612902,0,0,1,0.85276948,0.011311574,0.02616898,0.674243588,0.241245136,0.04572258,0,??,??,0.812621214,??,??
6,0,1,0.049295775,0,0.105768889,0.060959487,0,0,1,0.849661112,0.011374767,0.026384584,0.661035171,0.249027237,0.047850498,0,??,??,0.808593167,??,??
6.2,0,1,0.049295775,0,0.098342222,0.069458798,0,0,1,0.846401116,0.01143796,0.026627139,0.642604823,0.256809339,0.050048722,0,??,??,0.80456512,??,??
6.4,0,1,0.049295775,0,0.112346667,0.080898174,0,0,1,0.842913678,0.01153275,0.026869694,0.628782061,0.26459144,0.052326625,0,??,??,0.800238699,??,??
6.6,0,1,0.049295775,0,0.14224,0.092170977,0,0,1,0.839350427,0.011659136,0.02716615,0.621256335,0.272373541,0.054679521,0,??,??,0.795613904,??,??
6.8,0,1,0.049295775,0,0.180742222,0.104245987,0,0,1,0.836317872,0.011848716,0.027489557,0.625095991,0.276264591,0.057116784,0,??,??,0.791884231,??,??
7,0,1,0.049295775,0,0.214848889,0.114730889,0,0,1,0.832602993,0.012101488,0.027866864,0.640915374,0.280155642,0.059633726,0,??,??,0.787259436,??,??
7.2,0,1,0.049295775,0,0.230506667,0.126871302,0,0,1,0.8288123,0.012354261,0.028271122,0.661803102,0.287937743,0.062230349,0,??,??,0.782336267,??,??
7.4,0,1,0.049295775,0,0.222168889,0.139103688,0,0,1,0.824945793,0.012575437,0.02864843,0.67700814,0.287937743,0.064897276,0,??,??,0.777263912,??,??
7.6,0,1,0.049295775,0,0.196266667,0.147340366,0,0,1,0.820700217,0.012796613,0.028998787,0.678390416,0.291828794,0.067648571,0,??,??,0.772042369,??,??
7.8,0,1,0.049295775,0,0.168808889,0.157743514,0,0,1,0.816606268,0.012954596,0.029295243,0.671325449,0.287937743,0.070479546,0,??,??,0.766820826,??,??
8,0,1,0.049295775,0,0.149444444,0.163456049,0,0,1,0.812891389,0.013112579,0.029591699,0.654891722,0.280155642,0.073399574,0,??,??,0.762494405,??,??
8.2,0.266666667,1,0.049295775,0,0.149253333,0.166399179,0,0,1,0.820700217,0.013238965,0.029888155,0.639533098,0.276264591,0.051501705,0,??,??,0.802476503,??,??
8.4,0.266666667,1,0.049295775,0,0.166595556,0.170221161,0,0,1,0.815696502,0.013396948,0.030211562,0.625249578,0.276264591,0.051131429,0,??,??,0.803669999,??,??
8.6,0.266666667,1,0.049295775,0,0.200595556,0.175719092,0,0,1,0.811299298,0.013618124,0.030561919,0.617263093,0.276264591,0.053165606,0,??,??,0.80068626,??,??
8.8,0.266666667,1,0.049295775,0,0.243817778,0.184088619,0,0,1,0.805992328,0.013902493,0.030966177,0.620488404,0.280155642,0.055532563,0,??,??,0.795166343,??,??
9,0.266666667,1,0.049295775,0,0.283106667,0.191742802,0,0,1,0.802580704,0.014218459,0.031424336,0.631853786,0.276264591,0.057997948,0,??,??,0.792331792,??,??
9.2,0.266666667,1,0.049295775,0,0.309315556,0.196709335,0,0,1,0.797349547,0.014597618,0.031909446,0.644447857,0.280155642,0.060538326,0,??,??,0.787259436,??,??
9.4,0.266666667,1,0.049295775,0,0.321093333,0.207010291,0,0,1,0.791360252,0.014976777,0.032394556,0.659499309,0.284046693,0.063158383,0,??,??,0.780396837,??,??
9.6,0.266666667,1,0.049295775,0,0.315293333,0.219160924,0,0,1,0.786053282,0.015355935,0.032906616,0.664721241,0.284046693,0.065867494,0,??,??,0.775622855,??,??
9.8,0.266666667,1,0.049295775,0,0.303568889,0.227039929,0,0,1,0.780822126,0.015703498,0.033391726,0.663338965,0.284046693,0.06866566,0,??,??,0.771147248,??,??
10,0.266666667,1,0.049295775,0,0.293444444,0.233774384,0,0,1,0.774757017,0.01605106,0.033849885,0.656120412,0.284046693,0.071562253,0,??,??,0.765925705,??,??
10.2,0.266666667,1,0.049295775,0,0.291804444,0.239691302,0,0,1,0.768312838,0.016398622,0.034308045,0.647980341,0.287937743,0.074561961,0,??,??,0.760107415,??,??
10.4,0.266666667,1,0.049295775,0,0.299457778,0.251433167,0,0,1,0.762247729,0.016746185,0.034793155,0.639533098,0.284046693,0.077660097,0,??,??,0.754289124,??,??
10.6,0.266666667,1,0.049295775,0,0.316942222,0.25587852,0,0,1,0.755424482,0.017125344,0.035278264,0.63292889,0.284046693,0.08085666,0,??,??,0.747724899,??,??
10.8,0.266666667,1,0.049295775,0,0.341911111,0.265535667,0,0,1,0.748601234,0.017567696,0.035817275,0.62064199,0.284046693,0.084151652,0,??,??,0.740713114,??,??
11,0.266666667,1,0.049295775,0,0.381182222,0.271237982,0,0,1,0.741853801,0.018010048,0.036383237,0.614498541,0.287937743,0.087545072,0,??,??,0.734148889,??,??
11.2,0.266666667,1,0.049295775,0,0.427564444,0.284880618,0,0,1,0.735257995,0.018547189,0.037003099,0.610198126,0.291828794,0.091046293,0,??,??,0.728181411,??,??
11.4,0.266666667,1,0.049295775,0,0.478933333,0.294619518,0,0,1,0.727752422,0.019179121,0.037703814,0.61004454,0.303501946,0.094655317,0,??,??,0.720871252,??,??
11.6,0.266666667,1,0.049295775,0,0.530444444,0.314546964,0,0,1,0.720625919,0.019842649,0.038458429,0.61250192,0.311284047,0.098381517,0,??,??,0.715052961,??,??
11.8,0.266666667,1,0.049295775,0,0.579155556,0.329027574,0,0,1,0.713120347,0.020600967,0.039266945,0.615880817,0.315175097,0.102234267,0,??,??,0.708488736,??,??
12,0.266666667,1,0.049295775,0,0.624044444,0.344775366,0,0,1,0.703643614,0.021422478,0.040129363,0.619720473,0.322957198,0.10620888,0,0.213820339,0.125140809,0.698642399,1.00E+00,1.078470796
12.2,0.266666667,1,0.154929577,0,0.6644,0.361228283,0,0,1,0.695455717,0.022370375,0.041153483,0.624020888,0.326848249,0.11031473,0,??,??,0.691033865,??,??
12.4,0.266666667,1,0.154929577,0,0.699777778,0.377814049,0,0,1,0.685524101,0.023381465,0.042231505,0.625863923,0.338521401,0.114570566,0,??,??,0.681933463,??,??
12.6,0.266666667,1,0.154929577,0,0.733066667,0.399713801,0,0,1,0.739503571,0.024455749,0.043336478,0.627092613,0.342412451,0.118981074,0,??,??,0.671788751,??,??
12.8,0.266666667,1,0.154929577,0,0.764933333,0.414245508,0,0,1,0.730330094,0.025561629,0.044495351,0.622945784,0.346303502,0.123536881,0,??,??,0.663732657,??,??
13,0.266666667,1,0.154929577,0,0.801688889,0.432915991,0,0,1,0.720701733,0.026730702,0.045681175,0.608201505,0.350194553,0.128219237,0,??,??,0.654184693,??,??
13.2,0.266666667,1,0.154929577,0,0.855511111,0.4510142,0,0,1,0.712058953,0.027962969,0.0469209,0.588081708,0.338521401,0.133042205,0,??,??,0.64657616,??,??
13.4,0.266666667,1,0.154929577,0,0.932488889,0.454897497,0,0,1,0.704629194,0.029321622,0.048268427,0.581170327,0.326848249,0.137987037,0,??,??,0.640011935,??,??
13.6,0.266666667,1,0.154929577,0,1,0.45446829,0,0,1,0.696062228,0.030743467,0.049723757,0.573644601,0.299610895,0.143053731,0,??,??,0.631359093,??,??
13.8,0.266666667,1,0.154929577,0,1,0.443676812,0,0,1,0.690527816,0.03219691,0.051152136,0.570265704,0.280155642,0.148214166,0,??,??,0.624496494,??,??
14,0.266666667,1,0.154929577,0,1,0.434316022,0,0,1,0.698564085,0.033650352,0.052580515,0.575794809,0.260700389,0.153393349,0,??,??,0.625093242,??,??
14.2,0.266666667,1,0.154929577,0,1,0.426457455,0,0,1,0.786508165,0.035072198,0.054008894,0.607126401,0.217898833,0.158061645,0,??,??,0.677457855,??,??
14.4,0.266666667,1,0.154929577,0,1,0.392887373,0,0,1,0.79484769,0.036525641,0.055437273,0.664874827,0.159533074,0.161506622,0,??,??,0.721318812,??,??
14.6,0.266666667,1,0.154929577,0,0.987822222,0.117868184,0.585540827,0,1,0.795226759,0.037947486,0.056838701,0.718937183,0.750972763,0.164623506,0,??,??,0.729374907,??,??
14.8,0.266666667,1,0.154929577,0,0.913377778,0.650687206,0.05855396,0,1,0.79386211,0.039274543,0.058159278,0.76808478,0.645914397,0.167684146,0,??,??,0.730568402,??,??
15,0.266666667,1,0.154929577,0.058561923,0.456666667,0.598334229,0.005855273,0,1,0.789768161,0.039938071,0.058940844,0.78482568,0.529182879,0.170730724,0,??,??,0.728330598,??,??
15.2,0.266666667,1,0.154929577,0.11741807,0.228342222,0.537182519,0.000585404,0,1,0.789085836,0.040285633,0.059425953,0.757794502,0.431906615,0.173753867,0,??,??,0.729673281,??,??
15.4,0.266666667,1,0.154929577,0.176568441,0.114168889,0.483051401,5.84E-05,0,1,0.787721187,0.040475212,0.05977631,0.704653663,0.365758755,0.176753575,0,??,??,0.729524094,??,??
15.6,0.266666667,1,0.154929577,0,0.056484444,0.447560109,5.72E-06,0,1,0.783323983,0.040570002,0.060072766,0.645215789,0.295719844,0.179748596,0,??,??,0.725645233,??,??
15.8,0.266666667,1,0.154929577,0,0.067346667,0.401665669,4.49E-07,0,1,0.781731892,0.040696389,0.060369222,0.593610812,0.245136187,0.182743617,0,??,??,0.724004177,??,??
16,0.266666667,1,0.154929577,0,0.13784,0.365867801,0,0,1,0.779381662,0.040885968,0.06074653,0.563047151,0.210116732,0.185733951,0,??,??,0.721020439,??,??
16.2,0.266666667,1,0.471830986,0,0.243591111,0.337611705,0,0,1,0.684841776,0.041549496,0.061608948,0.527875902,0.217898833,0.18949296,0,??,??,0.654930628,??,??
16.4,0.266666667,1,0.471830986,0,0.390262222,0.347095125,0,0,1,0.679231551,0.042402604,0.062633068,0.5145139,0.245136187,0.19409095,0,??,??,0.633895271,??,??
16.6,0.266666667,1,0.471830986,0,0.552222222,0.37344023,0,0,1,0.67824597,0.043508484,0.063872793,0.521271694,0.276264591,0.198838926,0,??,??,0.630463971,??,??
16.8,0.266666667,1,0.471830986,0,0.706311111,0.403014604,0,0,1,0.677563646,0.044803943,0.065301172,0.54553832,0.287937743,0.203615023,0,??,??,0.630314784,??,??
17,0.266666667,1,0.471830986,0,0.832311111,0.421593114,0,0,1,0.675895741,0.046288982,0.066864304,0.576409154,0.303501946,0.208386434,0,??,??,0.62956885,??,??
17.2,0.266666667,1,0.471830986,0,0.922711111,0.44318629,0,0,1,0.67430365,0.047900408,0.068535238,0.606819229,0.315175097,0.213162531,0,??,??,0.628375354,??,??
17.4,0.266666667,1,0.471830986,0,0.977955556,0.461499102,0,0,1,0.674379464,0.049606623,0.070287023,0.634157579,0.322957198,0.217929255,0,??,??,0.62956885,??,??
17.6,0.266666667,1,0.471830986,0,1,0.481712685,0,0,1,0.670058073,0.051344434,0.072065759,0.65780986,0.33463035,0.222705352,0,??,??,0.626883485,??,??
17.8,0.266666667,1,0.471830986,0,0.996311111,0.501323336,0,0,1,0.668162727,0.053050649,0.073817545,0.677622485,0.338521401,0.227490824,0,??,??,0.62568999,??,??
18,0.266666667,1,0.471830986,0,0.969733333,0.518634665,0,0,1,0.662855757,0.054725268,0.07556933,0.694209799,0.3307393,0.232295044,0,??,??,0.621960316,??,??
18.2,0.266666667,1,0.471830986,0,0.923822222,0.524807064,0,0,1,0.659444133,0.056336693,0.077240264,0.70680387,0.319066148,0.237108638,0,??,??,0.618081456,??,??
18.4,0.266666667,1,0.471830986,0,0.863333333,0.526452356,0,0,1,0.655805067,0.057884925,0.078857297,0.716479803,0.315175097,0.241926919,0,??,??,0.614799344,??,??
18.6,0.266666667,1,0.471830986,0,0.791733333,0.535026267,0,0,1,0.651180422,0.059306771,0.080366527,0.721240977,0.315175097,0.246754574,0,??,??,0.611368044,??,??
18.8,0.266666667,1,0.471830986,0,0.714666667,0.545347662,0,0,1,0.644584616,0.060633827,0.081794906,0.722469667,0.315175097,0.251605664,0,??,??,0.605400567,??,??
19,0.266666667,1,0.471830986,0,0.636088889,0.554841301,0,0,1,0.63897439,0.061834497,0.083142434,0.720780218,0.307392996,0.256489564,0,??,??,0.600775772,??,??
19.2,0.266666667,1,0.471830986,0,0.559422222,0.559501258,0,0,1,0.63662416,0.062940377,0.084382159,0.715558286,0.287937743,0.261387524,0,??,??,0.599582277,??,??
19.4,0.266666667,1,0.471830986,0,0.488844444,0.551836856,0,0,1,0.630786493,0.063919871,0.085541032,0.702196283,0.260700389,0.266304233,0,??,??,0.597344473,??,??
19.6,0.266666667,1,0.471830986,0,0.433742222,0.535363501,0,0,1,0.630483238,0.064836172,0.086646005,0.677776071,0.245136187,0.271235003,0,??,??,0.59749366,??,??
19.8,0.266666667,1,0.471830986,0,0.407088889,0.526544329,0,0,1,0.62798138,0.065720876,0.087697076,0.649362617,0.217898833,0.276156399,0,??,??,0.597642846,??,??
20,0.266666667,1,0.471830986,0,0.413231111,0.507597926,0,0,1,0.624418129,0.066637177,0.088775098,0.626017509,0.210116732,0.281091856,0,??,??,0.596747725,??,??
20.2,0.555555556,1,1,0,0.446222222,0.50101676,0,0,1,0.557550302,0.068027426,0.090419081,0.573644601,0.237354086,0.218468265,0,??,??,0.615545278,??,??
20.4,0.555555556,1,1,0,0.540222222,0.526155999,0,0,1,0.543092599,0.069575658,0.092170866,0.52634004,0.26848249,0.219677522,0,??,??,0.604057885,??,??
20.6,0.555555556,1,1,0,0.688577778,0.558458899,0,0,1,0.535374748,0.071345066,0.094138256,0.499462448,0.295719844,0.224819209,0,??,??,0.598985529,??,??
20.8,0.555555556,1,1,0,0.867955556,0.587491655,0,0,1,0.529158011,0.07333565,0.0962943,0.487329135,0.311284047,0.230288989,0,??,??,0.594211547,??,??
21,0.555555556,1,1,0,1,0.610413327,0,0,1,0.52225895,0.075547411,0.098612047,0.479189065,0.326848249,0.235847823,0,??,??,0.5901835,??,??
21.2,0.555555556,1,1,0,1,0.633764206,0,0,1,0.511948265,0.077727574,0.100956744,0.470588235,0.319066148,0.241491024,0,??,??,0.58287334,??,??
21.4,0.555555556,1,1,0,1,0.637361365,0,0,1,0.505011296,0.079939335,0.103301442,0.462448165,0.311284047,0.247213904,0,??,??,0.577502611,??,??
21.6,0.555555556,1,1,0,1,0.64383012,0,0,1,0.500530697,0.082151095,0.105619189,0.457379819,0.295719844,0.252974281,0,??,??,0.574369685,??,??
21.8,0.555555556,1,1,0,1,0.638720519,0,0,1,0.492774939,0.084331258,0.107963886,0.45446168,0.284046693,0.258772154,0,??,??,0.56929733,??,??
22,0.555555556,1,1,0,1,0.638035832,0,0,1,0.489636245,0.086543019,0.110281633,0.452465059,0.26848249,0.264593462,0,??,??,0.565269282,??,??
22.2,0.555555556,1,1,0,1,0.632180229,0,0,1,0.480326303,0.088723182,0.112626331,0.45323299,0.249027237,0.27044758,0,??,??,0.560346114,??,??
22.4,0.555555556,1,1,0,1,0.621511381,0,0,1,0.470637291,0.090934943,0.114944078,0.4520043,0.245136187,0.276381377,0,??,??,0.553185141,??,??
22.6,0.555555556,1,1,0,1,0.620172666,0,0,1,0.464420555,0.093115106,0.117288775,0.450007679,0.217898833,0.282371419,0,??,??,0.549306281,??,??
22.8,0.555555556,1,1,0,1,0.601134291,0,0,1,0.464367485,0.095326867,0.119633473,0.449086162,0.221789883,0.288370835,0,??,??,0.549753842,??,??
23,0.555555556,1,1,0,1,0.604567943,0,0,1,0.461152977,0.09750703,0.12195122,0.448011058,0.229571984,0.294351503,0,??,??,0.548411159,??,??
23.2,0.555555556,1,1,0,1,0.614582762,0,0,1,0.454125032,0.09971879,0.124295917,0.446628782,0.245136187,0.300355606,0,??,??,0.545725794,??,??
23.4,0.555555556,1,1,0,1,0.629298414,0,0,1,0.449030341,0.101898954,0.126613664,0.444478575,0.237354086,0.306397205,0,??,??,0.542592869,??,??
23.6,0.555555556,1,1,0,1,0.627581588,0,0,1,0.439136632,0.104110714,0.128958361,0.440946091,0.221789883,0.312495049,0,??,??,0.536476205,??,??
23.8,0.555555556,1,1,0,1,0.616503972,0,0,1,0.436028263,0.106290878,0.131303059,0.439717401,0.20233463,0.318625703,0,??,??,0.53379084,??,??
24,0.555555556,1,1,0,1,0.599805794,0,0,1,0.435254962,0.108502638,0.133647756,0.437413608,0.19844358,0.324737608,0,0.140794239,0.105325141,0.53379084,1,1.216542648
24.2,0.555555556,1,0.154929577,0,1,0.596096224,0,0,1,0.701217571,0.109924484,0.135103086,0.496237137,0.085603113,0.328562235,0,??,??,0.694912726,??,??
24.4,0.555555556,1,0.154929577,0,1,0.17882573,1,0,1,0.700307804,0.111377927,0.136558415,0.557210874,1,0.330915131,0,??,??,0.713561092,??,??
24.6,0.555555556,1,0.154929577,0,1,1,0.099999877,0,1,0.699473852,0.112799773,0.137986794,0.612655506,0.758754864,0.333155538,0,??,??,0.714605401,??,??
24.8,0.555555556,1,0.154929577,0,1,0.840130789,0.009999865,0,1,0.698033388,0.114221618,0.139442124,0.663031792,0.509727626,0.335377197,0,??,??,0.713710279,??,??
25,0.555555556,1,0.154929577,0,0.990311111,0.674150496,0.000999863,0,1,0.697805947,0.115643464,0.140870503,0.707571802,0.319066148,0.337589482,0,??,??,0.715351335,??,??
25.2,0.555555556,1,0.154929577,0,0.929066667,0.537540191,9.99E-05,0,1,0.759442616,0.11697052,0.14224498,0.746889879,0.19844358,0.339797079,0,??,??,0.714903774,??,??
25.4,0.555555556,1,0.154929577,0.058623031,0.464533333,0.441949767,9.86E-06,0,1,0.74753984,0.117634048,0.143053497,0.763937951,0.120622568,0.342009364,0,??,??,0.708488736,??,??
25.6,0.555555556,1,0.154929577,0.117440703,0.232271111,0.132583837,0.626766673,0,1,0.740034268,0.117981611,0.143565557,0.732913531,0.719844358,0.344216961,0,??,??,0.703118007,??,??
25.8,0.555555556,1,0.154929577,0.176636339,0.116133333,0.667538671,0.062676544,0,1,0.736167761,0.11817119,0.143942865,0.671786208,0.610894942,0.346433933,0,??,??,0.702073698,??,??
26,0.555555556,1,0.154929577,0,0.096595556,0.608144664,0.006267531,0,1,0.732983579,0.118329173,0.144293222,0.613423437,0.470817121,0.348655592,0,??,??,0.700731016,??,??
26.2,0.555555556,1,0.154929577,0,0.144142222,0.522977827,0.00062663,0,1,0.732073812,0.118550349,0.144724431,0.574719705,0.346303502,0.350877251,0,??,??,0.699985081,??,??
26.4,0.555555556,1,0.154929577,0,0.236444444,0.441449026,6.25E-05,0,1,0.732377068,0.118897911,0.145236491,0.558285978,0.26459144,0.353084848,0,??,??,0.700731016,??,??
26.6,0.555555556,1,0.154929577,0,0.347622222,0.383209788,6.13E-06,0,1,0.732528696,0.119403457,0.145910255,0.561664875,0.20233463,0.355292446,0,??,??,0.700880203,??,??
26.8,0.555555556,1,0.154929577,0,0.454933333,0.333973669,4.90E-07,0,1,0.731997999,0.120066985,0.146718771,0.580402396,0.159533074,0.357509417,0,??,??,0.701476951,??,??
27,0.555555556,1,0.154929577,0,0.540533333,0.100192029,0.472238097,0,1,0.732756137,0.120825303,0.147608139,0.602672401,0.622568093,0.359726389,0,??,??,0.702670446,??,??
27.2,0.555555556,1,0.154929577,0,0.600533333,0.515681316,0.047223687,0,1,0.731846371,0.121710007,0.148578359,0.635079097,0.529182879,0.361938674,0,??,??,0.701476951,??,??
27.4,0.555555556,1,0.154929577,0,0.622933333,0.465086042,0.004722246,0,1,0.731391488,0.122594711,0.149575529,0.664874827,0.416342412,0.364141584,0,??,??,0.701626138,??,??
27.6,0.555555556,1,0.154929577,0,0.611066667,0.39447135,0.000472102,0,1,0.729799397,0.123479415,0.150545749,0.695438489,0.319066148,0.366335121,0,??,??,0.701924511,??,??
27.8,0.555555556,1,0.154929577,0,0.563822222,0.331030538,4.71E-05,0,1,0.726387773,0.124269329,0.151462067,0.713408079,0.249027237,0.368533344,0,??,??,0.699835894,??,??
28,0.555555556,1,0.154929577,0,0.495866667,0.281038197,4.59E-06,0,1,0.723431032,0.12499605,0.152324485,0.720473046,0.194552529,0.370717507,0,??,??,0.698194838,??,??
28.2,0.555555556,1,0.204225352,0,0.419702222,0.235818224,3.36E-07,0,1,0.698564085,0.125659579,0.153133001,0.718783597,0.171206226,0.373098525,0,??,??,0.683872893,??,??
28.4,0.555555556,1,0.204225352,0,0.34552,0.070744374,0.313103053,0,1,0.695379903,0.12619672,0.153833715,0.711257871,0.501945525,0.375577971,0,??,??,0.680739967,??,??
28.6,0.555555556,1,0.204225352,0,0.27996,0.365990431,0.031310182,0,1,0.693408743,0.126670669,0.154453578,0.688987867,0.435797665,0.378048043,0,??,??,0.679994033,??,??
28.8,0.555555556,1,0.204225352,0,0.240226667,0.328945821,0.003130895,0,1,0.690072933,0.127049828,0.15504649,0.663185379,0.365758755,0.380499367,0,??,??,0.677159481,??,??
29,0.555555556,1,0.204225352,0,0.230328889,0.290787317,0.000312966,0,1,0.685675729,0.127428987,0.155612451,0.635232683,0.319066148,0.382964752,0,??,??,0.675965985,??,??
29.2,0.555555556,1,0.204225352,0,0.252715556,0.26330788,3.12E-05,0,1,0.683552941,0.127839742,0.156232314,0.609123023,0.284046693,0.385439511,0,??,??,0.674175742,??,??
29.4,0.555555556,1,0.204225352,0,0.305293333,0.245986331,2.99E-06,0,1,0.682112477,0.128345287,0.156879127,0.595914606,0.256809339,0.38791427,0,??,??,0.672982247,??,??
29.6,0.555555556,1,0.204225352,0,0.373111111,0.229819552,1.76E-07,0,1,0.681809222,0.128945622,0.157633742,0.593764399,0.237354086,0.390393716,0,??,??,0.674324929,??,??
