Time (h),Aeration rate(Fg:L/h),Agitator RPM(RPM:RPM),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Heating water flow rate(Fh:L/h),Water for injection/dilution(Fw:L/h),Dumped broth flow(Fremoved:L/h),Dissolved oxygen concentration(DO2:mg/L),Vessel Volume(V:L),Vessel Weight(Wt:Kg),pH(pH:pH),Temperature(T:K),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),PAA concentration offline(PAA_offline:PAA (g L^{-1})),NH_3 concentration off-line(NH3_offline:NH3 (g L^{-1})),Oxygen in percent in off-gas(O2:O2  (%)),Offline Penicillin concentration(P_offline:P(g L^{-1})),Viscosity(Viscosity_offline:centPoise)
5.6,0,1,0.049295775,0,0.093733333,0.015198918,0,0,1,0.871040621,0.045088312,0.038431478,0.680233451,0.20233463,0.039868463,0,??,??,0.82351186,??,??
5.8,0,1,0.049295775,0,0.064128889,0.017960147,0,0,1,0.867780625,0.045088312,0.038620132,0.674090002,0.206225681,0.041672975,0,??,??,0.818588692,??,??
6,0,1,0.049295775,0,0.041802222,0.021347813,0,0,1,0.866036906,0.045088312,0.038754885,0.654277377,0.210116732,0.043529044,0,??,??,0.815903327,??,??
6.2,0,1,0.049295775,0,0.042217778,0.025261767,0,0,1,0.863080166,0.045088312,0.038916588,0.634464752,0.217898833,0.045450732,0,??,??,0.811726093,??,??
6.4,0,1,0.049295775,0,0.065537778,0.029767414,0,0,1,0.86080575,0.045088312,0.039105242,0.626631854,0.221789883,0.047433351,0,??,??,0.80844398,??,??
6.6,0,1,0.049295775,0,0.097733333,0.03471964,0,0,1,0.85746994,0.045151506,0.039347797,0.635539856,0.225680934,0.049490964,0,??,??,0.803520812,??,??
6.8,0,1,0.049295775,0,0.119537778,0.039499161,0,0,1,0.854361571,0.045246295,0.039590352,0.653816618,0.225680934,0.051614194,0,??,??,0.79874683,??,??
7,0,1,0.049295775,0,0.120315556,0.04371867,0,0,1,0.8517839,0.045341085,0.039859857,0.670711104,0.229571984,0.053803044,0,??,??,0.79486797,??,??
7.2,0,1,0.049295775,0,0.101715556,0.048120081,0,0,1,0.848372276,0.045435875,0.040075462,0.675472278,0.233463035,0.056066886,0,??,??,0.790243175,??,??
7.4,0,1,0.049295775,0,0.077568889,0.052914931,0,0,1,0.845036466,0.045467471,0.040291066,0.665642758,0.233463035,0.058396347,0,??,??,0.785320006,??,??
7.6,0,1,0.049295775,0,0.064897778,0.057027138,0,0,1,0.842079726,0.045467471,0.04047972,0.647058824,0.237354086,0.060805487,0,??,??,0.781142772,??,??
7.8,0,1,0.049295775,0,0.07372,0.063749329,0,0,1,0.837758336,0.045499068,0.040668374,0.63292889,0.241245136,0.063294307,0,??,??,0.775175295,??,??
8,0,1,0.049295775,0,0.098777778,0.068726081,0,0,1,0.834801595,0.045593858,0.040910928,0.628167716,0.245136187,0.065853433,0,??,??,0.770401313,??,??
8.2,0.266666667,1,0.049295775,0,0.129262222,0.07424956,0,0,1,0.840260193,0.045688647,0.041180434,0.634771924,0.245136187,0.045680397,0,??,??,0.803520812,??,??
8.4,0.266666667,1,0.049295775,0,0.152071111,0.079436828,0,0,1,0.837758336,0.04584663,0.041449939,0.64966979,0.245136187,0.045150761,0,??,??,0.806952111,??,??
8.6,0.266666667,1,0.049295775,0,0.1576,0.08453621,0,0,1,0.834346712,0.045973017,0.041746395,0.665489172,0.249027237,0.046866219,0,??,??,0.804266746,??,??
8.8,0.266666667,1,0.049295775,0,0.144973333,0.089171641,0,0,1,0.831238344,0.046099403,0.042042851,0.672400553,0.245136187,0.048895709,0,??,??,0.801133821,??,??
9,0.266666667,1,0.049295775,0,0.124373333,0.091280884,0,0,1,0.827599278,0.046225789,0.042312357,0.673629243,0.245136187,0.051014253,0,??,??,0.797404147,??,??
9.2,0.266666667,1,0.049295775,0,0.102311111,0.093968534,0,0,1,0.824339282,0.046288982,0.042527961,0.662417447,0.245136187,0.053203102,0,??,??,0.794420409,??,??
9.4,0.266666667,1,0.049295775,0,0.093333333,0.098406734,0,0,1,0.821230914,0.046352175,0.042743566,0.644908616,0.245136187,0.055462257,0,??,??,0.792182605,??,??
9.6,0.266666667,1,0.049295775,0,0.104511111,0.103796342,0,0,1,0.816454641,0.046415369,0.04298612,0.630932268,0.249027237,0.057791718,0,??,??,0.786961062,??,??
9.8,0.266666667,1,0.049295775,0,0.131893333,0.109999398,0,0,1,0.811829995,0.046541755,0.043255626,0.627706957,0.252918288,0.060210233,0,??,??,0.782037893,??,??
10,0.266666667,1,0.049295775,0,0.162986667,0.118685721,0,0,1,0.807432791,0.046699738,0.043579032,0.636768546,0.260700389,0.062699053,0,??,??,0.776667164,??,??
10.2,0.266666667,1,0.049295775,0,0.183515556,0.127719496,0,0,1,0.803187215,0.046889317,0.043902439,0.64966979,0.260700389,0.065258179,0,??,??,0.772191556,??,??
10.4,0.266666667,1,0.049295775,0,0.189213333,0.13471965,0,0,1,0.799017452,0.047078897,0.044225846,0.662263861,0.260700389,0.067892297,0,??,??,0.768014322,??,??
10.6,0.266666667,1,0.049295775,0,0.180364444,0.141116871,0,0,1,0.795226759,0.047268476,0.044576203,0.669328828,0.26459144,0.070601409,0,??,??,0.764732209,??,??
10.8,0.266666667,1,0.049295775,0,0.163337778,0.14882215,0,0,1,0.790602114,0.047426459,0.044872659,0.670096759,0.26848249,0.073380826,0,??,??,0.760107415,??,??
11,0.266666667,1,0.049295775,0,0.145355556,0.157079266,0,0,1,0.785370957,0.047552845,0.045169115,0.661342344,0.276264591,0.076235235,0,??,??,0.754736685,??,??
11.2,0.266666667,1,0.049295775,0,0.137662222,0.171764261,0,0,1,0.780215615,0.047679232,0.04543862,0.646444479,0.280155642,0.079183386,0,??,??,0.749664329,??,??
11.4,0.266666667,1,0.049295775,0,0.147102222,0.182882753,0,0,1,0.775818411,0.047805618,0.045708126,0.634925511,0.287937743,0.082211216,0,??,??,0.745785469,??,??
11.6,0.266666667,1,0.049295775,0,0.169751111,0.194236288,0,0,1,0.77051144,0.047963601,0.046031532,0.632621717,0.295719844,0.085342161,0,??,??,0.741459048,??,??
11.8,0.266666667,1,0.049295775,0,0.195044444,0.212038139,0,0,1,0.764749587,0.048184777,0.046381889,0.638150822,0.307392996,0.088580908,0,??,??,0.736386693,??,??
12,0.266666667,1,0.049295775,0,0.213911111,0.231444406,0,0,1,0.758608664,0.048405953,0.046732246,0.647058824,0.315175097,0.091922771,0,0.228207078,0.116743472,0.729971654,1.00E+00,1.076282233
12.2,0.266666667,1,0.154929577,0,0.222675556,0.247059348,0,0,1,0.753377508,0.048721919,0.047217356,0.652741514,0.315175097,0.095358374,0,??,??,0.724600925,??,??
12.4,0.266666667,1,0.154929577,0,0.224871111,0.25652233,0,0,1,0.746857515,0.049069481,0.047702466,0.655659653,0.315175097,0.098892405,0,??,??,0.718484261,??,??
12.6,0.266666667,1,0.154929577,0,0.223657778,0.267824768,0,0,1,0.805082561,0.049417043,0.048214526,0.655506067,0.315175097,0.102520177,0,??,??,0.711920036,??,??
12.8,0.266666667,1,0.154929577,0,0.222697778,0.277389942,0,0,1,0.798335128,0.049733009,0.048699636,0.653048687,0.307392996,0.106260437,0,??,??,0.706549306,??,??
13,0.266666667,1,0.154929577,0,0.224408889,0.282315598,0,0,1,0.790298858,0.050080571,0.049184746,0.646751651,0.299610895,0.110113187,0,??,??,0.698344025,??,??
13.2,0.266666667,1,0.154929577,0,0.233484444,0.286362402,0,0,1,0.781352823,0.050428134,0.049669856,0.639379512,0.291828794,0.114097175,0,??,??,0.688348501,??,??
13.4,0.266666667,1,0.154929577,0,0.251075556,0.286352183,0,0,1,0.773240739,0.050807292,0.050181916,0.634771924,0.287937743,0.118198338,0,??,??,0.679098911,??,??
13.6,0.266666667,1,0.154929577,0,0.273897778,0.291124551,0,0,1,0.764597959,0.051218048,0.050747878,0.634925511,0.287937743,0.122440112,0,??,??,0.67089363,??,??
13.8,0.266666667,1,0.154929577,0,0.29664,0.299933504,0,0,1,0.756485876,0.0516604,0.051313839,0.639379512,0.291828794,0.126813124,0,??,??,0.662389975,??,??
14,0.266666667,1,0.154929577,0,0.314235556,0.313790743,0,0,1,0.746630074,0.052134349,0.051906751,0.642604823,0.291828794,0.131326747,0,??,??,0.652096076,??,??
14.2,0.266666667,1,0.154929577,0,0.328195556,0.321976324,0,0,1,0.737077527,0.052608297,0.052526614,0.645369375,0.291828794,0.135980982,0,??,??,0.641503804,??,??
14.4,0.266666667,1,0.154929577,0,0.33892,0.330049495,0,0,1,0.728813816,0.053113842,0.053146476,0.646751651,0.295719844,0.140766454,0,??,??,0.63344771,??,??
14.6,0.266666667,1,0.154929577,0,0.348004444,0.342149031,0,0,1,0.720929175,0.053619388,0.053766339,0.647519582,0.299610895,0.145687849,0,??,??,0.625988363,??,??
14.8,0.266666667,1,0.154929577,0,0.356231111,0.352460207,0,0,1,0.712513836,0.054156529,0.054413152,0.64598372,0.299610895,0.150731109,0,??,??,0.618230643,??,??
15,0.266666667,1,0.154929577,0,0.366284444,0.363456069,0,0,1,0.702658034,0.054693671,0.055086916,0.642144064,0.299610895,0.155914979,0,??,??,0.608384306,??,??
15.2,0.266666667,1,0.154929577,0,0.380737778,0.372203707,0,0,1,0.692044093,0.05526241,0.055760679,0.637690063,0.299610895,0.161262896,0,??,??,0.597792033,??,??
15.4,0.266666667,1,0.154929577,0,0.400368889,0.382494444,0,0,1,0.683552941,0.055831148,0.056461393,0.632621717,0.299610895,0.166756111,0,??,??,0.588393257,??,??
15.6,0.266666667,1,0.154929577,0,0.425782222,0.390731122,0,0,1,0.681809222,0.056463079,0.057189058,0.630317924,0.303501946,0.172347754,0,??,??,0.582574966,??,??
15.8,0.266666667,1,0.154929577,0,0.453911111,0.403127015,0,0,1,0.768843535,0.057126607,0.057943673,0.651973583,0.287937743,0.17768161,0,??,??,0.621512755,??,??
16,0.266666667,1,0.154929577,0,0.456711111,0.397373604,0,0,1,0.799851405,0.057790136,0.058698289,0.709875595,0.217898833,0.18145468,0,??,??,0.697299717,??,??
16.2,0.266666667,1,0.471830986,0,0.392315556,0.344479009,0,0,1,0.71357523,0.05867484,0.05974936,0.727998771,0.214007782,0.185354301,0,??,??,0.643144861,??,??
16.4,0.266666667,1,0.471830986,0,0.307728889,0.343641035,0,0,1,0.708040818,0.059401561,0.060665678,0.727077254,0.233463035,0.190008535,0,??,??,0.624048933,??,??
16.6,0.266666667,1,0.471830986,0,0.224044444,0.360983022,0,0,1,0.704780822,0.060033492,0.061501145,0.712640147,0.241245136,0.194812755,0,??,??,0.619573325,??,??
16.8,0.266666667,1,0.471830986,0,0.157048889,0.369117507,0,0,1,0.702430592,0.060570634,0.062255761,0.675933036,0.237354086,0.199645097,0,??,??,0.618827391,??,??
17,0.266666667,1,0.471830986,0,0.132604444,0.369843071,0,0,1,0.703188731,0.061044583,0.062956475,0.634464752,0.233463035,0.204468065,0,??,??,0.619871699,??,??
17.2,0.266666667,1,0.471830986,0,0.155977778,0.369168603,0,0,1,0.703416173,0.061581725,0.06371109,0.608355091,0.237354086,0.209230102,0,??,??,0.621214382,??,??
17.4,0.266666667,1,0.471830986,0,0.209337778,0.376056346,0,0,1,0.702506406,0.062182059,0.064519607,0.606051298,0.237354086,0.213954642,0,??,??,0.621363569,??,??
17.6,0.266666667,1,0.471830986,0,0.26528,0.37767098,0,0,1,0.699852921,0.062845588,0.065382024,0.620795577,0.245136187,0.218665121,0,??,??,0.619871699,??,??
17.8,0.266666667,1,0.471830986,0,0.304235556,0.390281477,0,0,1,0.698033388,0.063603905,0.066298343,0.63861158,0.252918288,0.2233756,0,??,??,0.619722512,??,??
18,0.266666667,1,0.471830986,0,0.32276,0.400173665,0,0,1,0.695228276,0.064362223,0.067241612,0.65780986,0.26459144,0.22810014,0,??,??,0.617932269,??,??
18.2,0.266666667,1,0.471830986,0,0.319013333,0.413908274,0,0,1,0.695152462,0.065120541,0.068184881,0.674397174,0.26459144,0.232810619,0,??,??,0.617484708,??,??
18.4,0.266666667,1,0.471830986,0,0.296053333,0.419406205,0,0,1,0.693181301,0.065847262,0.069101199,0.686837659,0.26459144,0.237488288,0,??,??,0.616738774,??,??
18.6,0.266666667,1,0.471830986,0,0.25884,0.425251589,0,0,1,0.691058513,0.06651079,0.069963617,0.691906005,0.260700389,0.24214721,0,??,??,0.615694465,??,??
18.8,0.266666667,1,0.471830986,0,0.215711111,0.429145105,0,0,1,0.689845491,0.067111125,0.070772133,0.684841038,0.252918288,0.246773322,0,??,??,0.614799344,??,??
19,0.266666667,1,0.471830986,0,0.180777778,0.425476412,0,0,1,0.688329214,0.067679864,0.071526748,0.665489172,0.241245136,0.251380686,0,??,??,0.614948531,??,??
19.2,0.266666667,1,0.471830986,0,0.168271111,0.421889471,0,0,1,0.685524101,0.068217005,0.072281364,0.643065581,0.229571984,0.255969302,0,??,??,0.612710727,??,??
19.4,0.266666667,1,0.471830986,0,0.181675556,0.414500988,0,0,1,0.685220846,0.068785744,0.073035979,0.627092613,0.217898833,0.260539169,0,??,??,0.612859913,??,??
19.6,0.266666667,1,0.471830986,0,0.213457778,0.407408861,0,0,1,0.683477127,0.069386079,0.073844495,0.624942405,0.214007782,0.265090289,0,??,??,0.612859913,??,??
19.8,0.266666667,1,0.471830986,0,0.247591111,0.404537265,0,0,1,0.680217131,0.070049607,0.074679962,0.629549992,0.210116732,0.269655469,0,??,??,0.610771296,??,??
20,0.266666667,1,0.471830986,0,0.276582222,0.400470022,0,0,1,0.678776668,0.070744731,0.07556933,0.640915374,0.214007782,0.274215963,0,??,??,0.609726988,??,??
20.2,0.555555556,1,1,0,0.292306667,0.403729948,0,0,1,0.620551622,0.071945401,0.076997709,0.618798956,0.233463035,0.212796942,0,??,??,0.625988363,??,??
20.4,0.555555556,1,1,0,0.333995556,0.422328897,0,0,1,0.611833028,0.073177668,0.078453039,0.596068192,0.26848249,0.21368748,0,??,??,0.615246904,??,??
20.6,0.555555556,1,1,0,0.401693333,0.45755449,0,0,1,0.605767919,0.07453632,0.08001617,0.58270619,0.291828794,0.21836515,0,??,??,0.609577801,??,??
20.8,0.555555556,1,1,0,0.4848,0.483889375,0,0,1,0.599930251,0.075989763,0.081660154,0.574566119,0.307392996,0.223314668,0,??,??,0.605698941,??,??
21,0.555555556,1,1,0,0.577377778,0.505574524,0,0,1,0.595836303,0.077601188,0.08343889,0.570880049,0.311284047,0.228334492,0,??,??,0.601670894,??,??
21.2,0.555555556,1,1,0,0.674266667,0.518379185,0,0,1,0.593182818,0.079339,0.085325428,0.569651359,0.315175097,0.233382438,0,??,??,0.600179024,??,??
21.4,0.555555556,1,1,0,0.772577778,0.533677332,0,0,1,0.590529332,0.081203198,0.087319768,0.570112118,0.319066148,0.238453819,0,??,??,0.598836342,??,??
21.6,0.555555556,1,1,0,0.870355556,0.545337443,0,0,1,0.583478643,0.083225378,0.089448861,0.569958532,0.322957198,0.243576758,0,??,??,0.593913173,??,??
21.8,0.555555556,1,1,0,0.968266667,0.561902771,0,0,1,0.579384695,0.085373945,0.091685757,0.569651359,0.311284047,0.24874188,0,??,??,0.590780248,??,??
22,0.555555556,1,1,0,1,0.561166988,0,0,1,0.578171673,0.087554109,0.093976553,0.570112118,0.284046693,0.253925751,0,??,??,0.589586752,??,??
22.2,0.555555556,1,1,0,1,0.548842629,0,0,1,0.577034465,0.089765869,0.096267349,0.571801567,0.252918288,0.25909556,0,??,??,0.588393257,??,??
22.4,0.555555556,1,1,0,1,0.529037814,0,0,1,0.569377265,0.091946033,0.098531195,0.572262325,0.221789883,0.264274743,0,??,??,0.583470088,??,??
22.6,0.555555556,1,1,0,1,0.505084002,0,0,1,0.566799594,0.094157793,0.100821992,0.572415912,0.19844358,0.269491423,0,??,??,0.58242578,??,??
22.8,0.555555556,1,1,0,1,0.484563843,0,0,1,0.565434944,0.096369554,0.103112788,0.573337429,0.175097276,0.274717477,0,??,??,0.581530658,??,??
23,0.555555556,1,1,0,1,0.145368059,0.668074533,0,1,0.565055875,0.098549717,0.105403584,0.574873291,0.898832685,0.279915408,0,??,??,0.580635536,??,??
23.2,0.555555556,1,1,0,1,0.796382382,0.06680733,0,1,0.560886112,0.100729881,0.10766743,0.576101981,0.774319066,0.285099279,0,??,??,0.579143667,??,??
23.4,0.555555556,1,1,0,1,0.737887664,0.00668061,0,1,0.551257752,0.102910045,0.109931276,0.575180464,0.630350195,0.290334706,0,??,??,0.571833507,??,??
23.6,0.555555556,1,1,0,1,0.666874423,0.000667938,0,1,0.550499613,0.105090208,0.112222072,0.575180464,0.501945525,0.295602944,0,??,??,0.570938386,??,??
23.8,0.555555556,1,1,0,1,0.595523948,6.67E-05,0,1,0.542417856,0.107301968,0.114512869,0.574258946,0.428015564,0.300899303,0,??,??,0.564970909,??,??
24,0.555555556,1,1,0,1,0.559644327,6.54E-06,0,1,0.541591485,0.109482132,0.116803665,0.574258946,0.369649805,0.306214411,0,0.160251376,0.111981567,0.565418469,1.00E+00,1.213283854
24.2,0.555555556,1,0.154929577,0,1,0.528721019,5.31E-07,0,1,0.740110082,0.110903978,0.118232044,0.636000614,0.225680934,0.30968751,0,??,??,0.69565866,??,??
24.4,0.555555556,1,0.154929577,0,1,0.416299567,0,0,1,0.740034268,0.11235742,0.119687374,0.69620642,0.124513619,0.311871672,0,??,??,0.71266597,??,??
24.6,0.555555556,1,0.154929577,0,0.951822222,0.124888777,0.594330025,0,1,0.736774272,0.113716073,0.121061852,0.75011519,0.680933852,0.313976155,0,??,??,0.712069223,??,??
24.8,0.555555556,1,0.154929577,0.058540422,0.475911111,0.622952289,0.059432879,0,1,0.726084517,0.114411198,0.121870368,0.791276302,0.544747082,0.316080638,0,??,??,0.703863942,??,??
25,0.555555556,1,0.154929577,0.117180427,0.237955556,0.535199993,0.005943165,0,1,0.721384058,0.11475876,0.122382428,0.803716787,0.40077821,0.318171059,0,??,??,0.700880203,??,??
25.2,0.555555556,1,0.154929577,0.176036574,0.118977778,0.441489903,0.000594193,0,1,0.781580264,0.11494834,0.122786686,0.771002918,0.291828794,0.320256794,0,??,??,0.698940773,??,??
25.4,0.555555556,1,0.154929577,0.235232211,0.059488889,0.363026863,5.93E-05,0,1,0.781125381,0.115074726,0.123083142,0.708954078,0.214007782,0.322319093,0,??,??,0.699835894,??,??
25.6,0.555555556,1,0.154929577,0,0,0.303336498,5.81E-06,0,1,0.779230034,0.115074726,0.123325697,0.629089234,0.147859922,0.324348583,0,??,??,0.69908996,??,??
25.8,0.555555556,1,0.154929577,0,0.029637778,0.090999856,0.444900003,0,1,0.77718306,0.115137919,0.123595203,0.572262325,0.583657588,0.326373386,0,??,??,0.697896464,??,??
26,0.555555556,1,0.154929577,0,0.124675556,0.480527258,0.044489877,0,1,0.776652363,0.115327498,0.12397251,0.558900323,0.498054475,0.328402876,0,??,??,0.697299717,??,??
26.2,0.555555556,1,0.154929577,0,0.235088889,0.430606451,0.004448865,0,1,0.778092826,0.115675061,0.124484571,0.587620949,0.40077821,0.330422992,0,??,??,0.699239147,??,??
26.4,0.555555556,1,0.154929577,0,0.312231111,0.373971629,0.000444763,0,1,0.780215615,0.116117413,0.125077483,0.632775303,0.322957198,0.332419672,0,??,??,0.701775324,??,??
26.6,0.555555556,1,0.154929577,0,0.337355556,0.325685895,4.44E-05,0,1,0.779609104,0.116622958,0.125724296,0.677315313,0.26848249,0.334402292,0,??,??,0.702222885,??,??
26.8,0.555555556,1,0.154929577,0,0.311093333,0.288671942,4.31E-06,0,1,0.777713757,0.11706531,0.126317208,0.711257871,0.225680934,0.336375537,0,??,??,0.701626138,??,??
27,0.555555556,1,0.154929577,0,0.245515556,0.255163176,3.08E-07,0,1,0.775363527,0.117444469,0.126856219,0.730609737,0.182879377,0.338339409,0,??,??,0.699985081,??,??
27.2,0.555555556,1,0.154929577,0.058778064,0.12276,0.076549903,0.361436803,0,1,0.770283999,0.117634048,0.127233526,0.705882353,0.540856031,0.340307967,0,??,??,0.69715053,??,??
27.4,0.555555556,1,0.154929577,0,0.063764444,0.400582433,0.036143557,0,1,0.768919349,0.117728838,0.127529982,0.655813239,0.470817121,0.342262464,0,??,??,0.695807847,??,??
27.6,0.555555556,1,0.154929577,0,0.062617778,0.360635569,0.003614233,0,1,0.768616094,0.117823628,0.127826438,0.610198126,0.385214008,0.344193526,0,??,??,0.696404595,??,??
27.8,0.555555556,1,0.154929577,0,0.11404,0.311297257,0.0003613,0,1,0.767327258,0.117981611,0.128203746,0.592535709,0.311284047,0.346110527,0,??,??,0.69565866,??,??
28,0.555555556,1,0.154929577,0,0.185604444,0.264840761,3.60E-05,0,1,0.763612379,0.11826598,0.128661905,0.604822608,0.260700389,0.348060337,0,??,??,0.693122482,??,??
28.2,0.555555556,1,0.204225352,0,0.24284,0.230156786,3.48E-06,0,1,0.745796121,0.118676735,0.129227867,0.632314545,0.237354086,0.350216377,0,??,??,0.68253021,??,??
28.4,0.555555556,1,0.204225352,0,0.268448889,0.213652773,2.25E-07,0,1,0.743749147,0.119119087,0.129847729,0.663185379,0.217898833,0.352498968,0,??,??,0.680441593,??,??
28.6,0.555555556,1,0.204225352,0,0.258506667,0.20036781,0,0,1,0.740413337,0.119529843,0.130440641,0.687298418,0.206225681,0.35480968,0,??,??,0.678949724,??,??
28.8,0.555555556,1,0.204225352,0,0.220644444,0.192550119,0,0,1,0.736167761,0.119909002,0.131006603,0.698203041,0.20233463,0.357143828,0,??,??,0.676562733,??,??
29,0.555555556,1,0.204225352,0,0.170297778,0.187849286,0,0,1,0.73753241,0.120224968,0.131491713,0.692213178,0.194552529,0.359440479,0,??,??,0.677607042,??,??
29.2,0.555555556,1,0.204225352,0,0.126937778,0.180113349,0,0,1,0.734727298,0.120446144,0.131922921,0.667332207,0.186770428,0.361709009,0,??,??,0.675816798,??,??
29.4,0.555555556,1,0.204225352,0,0.1124,0.054034955,0.25591176,0,1,0.731467301,0.12066732,0.13232718,0.639072339,0.46692607,0.363977538,0,??,??,0.674175742,??,??
