Time (h),Aeration rate(Fg:L/h),Agitator RPM(RPM:RPM),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Heating water flow rate(Fh:L/h),Water for injection/dilution(Fw:L/h),Dumped broth flow(Fremoved:L/h),Dissolved oxygen concentration(DO2:mg/L),Vessel Volume(V:L),Vessel Weight(Wt:Kg),pH(pH:pH),Temperature(T:K),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),PAA concentration offline(PAA_offline:PAA (g L^{-1})),NH_3 concentration off-line(NH3_offline:NH3 (g L^{-1})),Oxygen in percent in off-gas(O2:O2  (%)),Offline Penicillin concentration(P_offline:P(g L^{-1})),Viscosity(Viscosity_offline:centPoise)
2.6,0,1,0,0,0.075906667,0.01194308,0.077034511,0,1,0.886658277,0.043129325,0.001563132,0.688680694,0.225680934,0.01360227,0.5,??,??,0.865880949,??,??
2.8,0,1,0,0,0.036604444,0.064752855,0.007703328,0,1,0.884914558,0.043097728,0.001670934,0.679619106,0.190661479,0.014488121,0.5,??,??,0.863493958,??,??
3,0,1,0,0,0.007778222,0.03312851,0.00077021,0,1,0.883322467,0.043002938,0.001724835,0.654584549,0.167315175,0.015402094,0.5,??,??,0.861703715,??,??
3.2,0,1,0.049295775,0,0.007895111,0.009938584,0.067649344,0,1,0.882564328,0.043002938,0.001832637,0.63047151,0.221789883,0.016348877,0.5,??,??,0.861405341,??,??
3.4,0,1,0.049295775,0,0.035853778,0.057051664,0.006764811,0,1,0.880365726,0.043002938,0.00196739,0.622485025,0.190661479,0.017333156,0.5,??,??,0.858869163,??,??
3.6,0,1,0.049295775,0,0.072844444,0.029045938,0.000676358,0,1,0.878697821,0.043066132,0.002156044,0.635232683,0.171206226,0.018340871,0.5,??,??,0.85707892,??,??
3.8,0,1,0.049295775,0,0.095084444,0.008713608,0.058064608,0,1,0.877636427,0.043160921,0.002371648,0.658731378,0.217898833,0.019386082,0.5,??,??,0.856034611,??,??
4,0,1,0.049295775,0,0.090151111,0.049723473,0.005806338,0,1,0.875210383,0.043255711,0.002587252,0.677161726,0.190661479,0.020459415,0.5,??,??,0.853498434,??,??
4.2,0,1,0.049295775,0,0.064031111,0.025881051,0.000580511,0,1,0.873390851,0.043287308,0.002802857,0.681462141,0.175097276,0.021565557,0.5,??,??,0.852603312,??,??
4.4,0,1,0.049295775,0,0.033046222,0.007764244,0.051107063,0,1,0.871040621,0.043287308,0.00296456,0.667485793,0.217898833,0.022709196,0.5,??,??,0.850365508,??,??
4.6,0,1,0.049295775,0,0.01822,0.045145271,0.005110583,0,1,0.868842019,0.043287308,0.003126263,0.645522961,0.19844358,0.023885644,0.5,??,??,0.848127704,??,??
4.8,0,1,0.049295775,0,0.02882,0.025709369,0.000510935,0,1,0.867174114,0.043287308,0.003287967,0.630164337,0.182879377,0.025104275,0.5,??,??,0.846486648,??,??
5,0,1,0.049295775,0,0.057097778,0.007712637,0.045702322,0,1,0.864823884,0.043318904,0.003503571,0.631239441,0.225680934,0.026355716,0.5,??,??,0.844099657,??,??
5.2,0,1,0.049295775,0,0.083968889,0.043669618,0.004570109,0,1,0.862397841,0.043382097,0.003719175,0.648594686,0.210116732,0.027639966,0,??,??,0.841265105,??,??
5.4,0,1,0.049295775,0,0.090782222,0.030022894,0.000456888,0,1,0.859744356,0.043413694,0.00393478,0.668714483,0.194552529,0.028961712,0,??,??,0.837982993,??,??
5.6,0,1,0.049295775,0,0.074448889,0.018224824,4.56E-05,0,1,0.857242498,0.043476887,0.004123433,0.677468899,0.186770428,0.030320955,0,??,??,0.835297628,??,??
5.8,0,1,0.049295775,0,0.048035556,0.01088948,4.43E-06,0,1,0.854361571,0.043445291,0.004312087,0.670403932,0.186770428,0.031713007,0,??,??,0.831866329,??,??
6,0,1,0.049295775,0,0.029907556,0.003266773,0.025220622,0,1,0.851708086,0.043413694,0.00444684,0.651819997,0.214007782,0.033142555,0,??,??,0.828584216,??,??
6.2,0,1,0.049295775,0,0.033202667,0.026283688,0.002521939,0,1,0.84882716,0.043413694,0.004608543,0.635539856,0.206225681,0.0346096,0,??,??,0.825302104,??,??
6.4,0,1,0.049295775,0,0.055191111,0.020124574,0.000252071,0,1,0.845946233,0.043413694,0.004770247,0.632468131,0.20233463,0.036114141,0,??,??,0.822169178,??,??
6.6,0,1,0.049295775,0,0.080733333,0.016021564,2.51E-05,0,1,0.844884839,0.043445291,0.004985851,0.643987099,0.19844358,0.037660865,0,??,??,0.82157243,??,??
6.8,0,1,0.049295775,0,0.092915556,0.01431087,2.39E-06,0,1,0.84215554,0.043508484,0.005201455,0.66272462,0.19844358,0.039245086,0,??,??,0.819334626,??,??
7,0,1,0.049295775,0,0.083471111,0.013811151,1.16E-07,0,1,0.839881124,0.043571677,0.00541706,0.67577945,0.20233463,0.040866803,0,??,??,0.817395196,??,??
7.2,0,1,0.049295775,0,0.058937778,0.014010425,0,0,1,0.838289033,0.043571677,0.005605714,0.673168484,0.20233463,0.04252133,0,??,??,0.816649262,??,??
7.4,0,1,0.049295775,0,0.037502222,0.014375251,0,0,1,0.835635548,0.04354008,0.005767417,0.65658117,0.20233463,0.044222726,0,??,??,0.814859018,??,??
7.6,0,1,0.049295775,0,0.035285778,0.015424763,0,0,1,0.831541599,0.04354008,0.00590217,0.638304408,0.206225681,0.045970994,0,??,??,0.810681784,??,??
7.8,0,1,0.049295775,0,0.054177778,0.017298965,0,0,1,0.82646207,0.04354008,0.006090823,0.630010751,0.210116732,0.047770819,0,??,??,0.804415933,??,??
8,0,1,0.049295775,0,0.082617778,0.019263095,0,0,1,0.823581144,0.043571677,0.006306428,0.63861158,0.210116732,0.049617514,0,??,??,0.80068626,??,??
8.2,0.266666667,1,0.049295775,0,0.100973333,0.020963571,0,0,1,0.830859274,0.04363487,0.006522032,0.657349102,0.210116732,0.032936325,0,??,??,0.82694316,??,??
8.4,0.266666667,1,0.049295775,0,0.097671111,0.022953249,0,0,1,0.828433231,0.043698063,0.006764587,0.672400553,0.214007782,0.032317635,0,??,??,0.830672833,??,??
8.6,0.266666667,1,0.049295775,0,0.077017778,0.024837671,0,0,1,0.824111841,0.043761256,0.006953241,0.673936415,0.214007782,0.03353158,0,??,??,0.827092347,??,??
8.8,0.266666667,1,0.049295775,0,0.054777778,0.027118597,0,0,1,0.819259753,0.043761256,0.007141895,0.661035171,0.217898833,0.03498925,0,??,??,0.822616739,??,??
9,0.266666667,1,0.049295775,0,0.047426667,0.030099538,0,0,1,0.815317433,0.043761256,0.007303598,0.643372754,0.221789883,0.036521914,0,??,??,0.819334626,??,??
9.2,0.266666667,1,0.049295775,0,0.060475556,0.033548519,0,0,1,0.811071856,0.043761256,0.007492252,0.633543235,0.221789883,0.038106134,0,??,??,0.815604953,??,??
9.4,0.266666667,1,0.049295775,0,0.084742222,0.036309748,0,0,1,0.806977908,0.043824449,0.007707856,0.63861158,0.225680934,0.039737226,0,??,??,0.812472027,??,??
9.6,0.266666667,1,0.049295775,0,0.10308,0.039718874,0,0,1,0.80250489,0.043887643,0.007950411,0.654584549,0.225680934,0.041419874,0,??,??,0.808593167,??,??
9.8,0.266666667,1,0.049295775,0,0.103053333,0.043030917,0,0,1,0.798486755,0.043950836,0.008166015,0.671018277,0.225680934,0.043144706,0,??,??,0.805311055,??,??
10,0.266666667,1,0.049295775,0,0.084075556,0.046084415,0,0,1,0.794999318,0.044014029,0.00838162,0.675625864,0.225680934,0.044916409,0,??,??,0.802774877,??,??
10.2,0.266666667,1,0.049295775,0,0.059871111,0.047590726,0,0,1,0.788782581,0.044014029,0.008570274,0.662571034,0.225680934,0.046739669,0,??,??,0.797702521,??,??
10.4,0.266666667,1,0.049295775,0,0.050733333,0.049389306,0,0,1,0.784461191,0.044014029,0.008758927,0.642911995,0.225680934,0.048614486,0,??,??,0.793972848,??,??
10.6,0.266666667,1,0.049295775,0,0.064373333,0.050855761,0,0,1,0.780215615,0.044045625,0.008947581,0.632775303,0.225680934,0.050540861,0,??,??,0.790690735,??,??
10.8,0.266666667,1,0.049295775,0,0.089462222,0.052895514,0,0,1,0.776955619,0.044077222,0.009163186,0.640915374,0.225680934,0.052500046,0,??,??,0.788303745,??,??
11,0.266666667,1,0.049295775,0,0.105102222,0.054203572,0,0,1,0.772710042,0.044172012,0.00940574,0.657963446,0.225680934,0.054510787,0,??,??,0.78561838,??,??
11.2,0.266666667,1,0.049295775,0,0.101111111,0.056765526,0,0,1,0.767782141,0.044235205,0.009621345,0.668100138,0.225680934,0.0565684,0,??,??,0.782336267,??,??
11.4,0.266666667,1,0.049295775,0,0.085484444,0.059317261,0,0,1,0.762323543,0.044266801,0.009836949,0.667946552,0.225680934,0.058682256,0,??,??,0.778009846,??,??
11.6,0.266666667,1,0.049295775,0,0.070146667,0.06189761,0,0,1,0.757319828,0.044298398,0.010025603,0.657349102,0.229571984,0.060847671,0,??,??,0.77442936,??,??
11.8,0.266666667,1,0.049295775,0,0.067017778,0.064667014,0,0,1,0.751557975,0.044329995,0.010241207,0.642604823,0.229571984,0.063074016,0,??,??,0.7705505,??,??
12,0.266666667,1,0.049295775,0,0.080991111,0.067407804,0,0,1,0.745341238,0.044361591,0.010429861,0.637690063,0.229571984,0.065375355,0,0.219055628,0.171223758,0.766224079,1.00E+00,1.071640556
12.2,0.266666667,1,0.154929577,0,0.10044,0.069210472,0,0,1,0.739655199,0.044551171,0.010780218,0.643833513,0.225680934,0.067737625,0,??,??,0.761748471,??,??
12.4,0.266666667,1,0.154929577,0,0.11272,0.070657511,0,0,1,0.733665903,0.044709154,0.011130575,0.651819997,0.229571984,0.070174888,0,??,??,0.757869611,??,??
12.6,0.266666667,1,0.154929577,0,0.11584,0.073007927,0,0,1,0.791436066,0.044898733,0.011507883,0.658270619,0.229571984,0.072673082,0,??,??,0.75399075,??,??
12.8,0.266666667,1,0.154929577,0,0.1116,0.076557057,0,0,1,0.786963048,0.045088312,0.01185824,0.662263861,0.229571984,0.075236895,0,??,??,0.752797255,??,??
13,0.266666667,1,0.154929577,0,0.102693333,0.078706155,0,0,1,0.778775151,0.045246295,0.012208597,0.658577791,0.229571984,0.077871013,0,??,??,0.746680591,??,??
13.2,0.266666667,1,0.154929577,0,0.098173333,0.082153092,0,0,1,0.770966323,0.045404278,0.012532004,0.650591307,0.233463035,0.080584812,0,??,??,0.7408623,??,??
13.4,0.266666667,1,0.154929577,0,0.102831111,0.085934197,0,0,1,0.763081682,0.045593858,0.012882361,0.645062202,0.233463035,0.083387664,0,??,??,0.735193197,??,??
13.6,0.266666667,1,0.154929577,0,0.113822222,0.09037955,0,0,1,0.75618262,0.045751841,0.013232718,0.643833513,0.237354086,0.086260822,0,??,??,0.72922572,??,??
13.8,0.266666667,1,0.154929577,0,0.126315556,0.095519809,0,0,1,0.749511001,0.045973017,0.013610026,0.647365996,0.241245136,0.089204285,0,??,??,0.72534686,??,??
14,0.266666667,1,0.154929577,0,0.134582222,0.101506219,0,0,1,0.742157056,0.046162596,0.013987333,0.654277377,0.237354086,0.092227428,0,??,??,0.720274504,??,??
14.2,0.266666667,1,0.154929577,0,0.134942222,0.102886833,0,0,1,0.733741717,0.046383772,0.014364641,0.655966825,0.237354086,0.095334938,0,??,??,0.714605401,??,??
14.4,0.266666667,1,0.154929577,0,0.133346667,0.107107364,0,0,1,0.725402193,0.046604948,0.014741949,0.654123791,0.241245136,0.098512754,0,??,??,0.707146054,??,??
14.6,0.266666667,1,0.154929577,0,0.133826667,0.113198009,0,0,1,0.716986854,0.046826124,0.015146207,0.651666411,0.249027237,0.10177025,0,??,??,0.700880203,??,??
14.8,0.266666667,1,0.154929577,0,0.137262222,0.121679947,0,0,1,0.708950585,0.047015703,0.015523514,0.651205652,0.252918288,0.105107425,0,??,??,0.694912726,??,??
15,0.266666667,1,0.154929577,0,0.141168889,0.130448023,0,0,1,0.700459432,0.04723688,0.015900822,0.648901858,0.256809339,0.10852428,0,??,??,0.688796061,??,??
15.2,0.266666667,1,0.154929577,0,0.147804444,0.137519712,0,0,1,0.68961805,0.047489652,0.01630508,0.648748272,0.256809339,0.112039562,0,??,??,0.680739967,??,??
15.4,0.266666667,1,0.154929577,0,0.15452,0.143589918,0,0,1,0.680823642,0.047710828,0.016709338,0.646751651,0.256809339,0.115648586,0,??,??,0.674623303,??,??
15.6,0.266666667,1,0.154929577,0,0.163635556,0.149098068,0,0,1,0.671422723,0.047963601,0.017140547,0.648594686,0.256809339,0.119356038,0,??,??,0.668506639,??,??
15.8,0.266666667,1,0.154929577,0,0.170582222,0.15446315,0,0,1,0.660581341,0.04824797,0.017571756,0.652280756,0.256809339,0.123166604,0,??,??,0.660748918,??,??
16,0.266666667,1,0.154929577,0,0.173204444,0.156588744,0,0,1,0.650194842,0.048500743,0.018002965,0.656120412,0.252918288,0.127084973,0,??,??,0.654184693,??,??
16.2,0.266666667,1,0.471830986,0,0.171413333,0.159051572,0,0,1,0.639201832,0.049037884,0.01878453,0.655966825,0.249027237,0.131106456,0,??,??,0.648366403,??,??
16.4,0.266666667,1,0.471830986,0,0.169848889,0.162301279,0,0,1,0.627753939,0.049606623,0.019566096,0.653355859,0.249027237,0.135240429,0,??,??,0.640608683,??,??
16.6,0.266666667,1,0.471830986,0,0.171368889,0.164988929,0,0,1,0.6193386,0.050143764,0.020347662,0.648901858,0.249027237,0.139468142,0,??,??,0.636133075,??,??
16.8,0.266666667,1,0.471830986,0,0.177915556,0.169097049,0,0,1,0.608042334,0.050712503,0.021156178,0.647365996,0.245136187,0.143794284,0,??,??,0.628673728,??,??
17,0.266666667,1,0.471830986,0,0.186248889,0.171702945,0,0,1,0.596291186,0.051281241,0.021937744,0.646137306,0.249027237,0.148242288,0,??,??,0.622109503,??,??
17.2,0.266666667,1,0.471830986,0,0.196071111,0.176352683,0,0,1,0.580900972,0.051849979,0.022773211,0.644294271,0.249027237,0.152840278,0,??,??,0.611964792,??,??
17.4,0.266666667,1,0.471830986,0,0.208044444,0.180338172,0,0,1,0.568088429,0.052450314,0.023608678,0.64229765,0.252918288,0.157569505,0,??,??,0.602267641,??,??
17.6,0.266666667,1,0.471830986,0,0.222333333,0.187583587,0,0,1,0.55770193,0.053082246,0.024444145,0.64106896,0.252918288,0.162406534,0,??,??,0.595554229,??,??
17.8,0.266666667,1,0.471830986,0,0.237986667,0.193275683,0,0,1,0.545821898,0.053714177,0.025306562,0.640147443,0.256809339,0.167356053,0,??,??,0.588990004,??,??
18,0.266666667,1,0.471830986,0,0.254755556,0.201307976,0,0,1,0.533396006,0.054377705,0.02619593,0.640147443,0.260700389,0.172422747,0,??,??,0.580187976,??,??
18.2,0.266666667,1,0.471830986,0,0.271524444,0.211445426,0,0,1,0.520697184,0.05507283,0.027112249,0.638918753,0.26848249,0.177606617,0,??,??,0.572430255,??,??
18.4,0.266666667,1,0.471830986,0,0.289675556,0.221112791,0,0,1,0.508165153,0.055799551,0.028028568,0.636461373,0.272373541,0.182912351,0,??,??,0.564970909,??,??
18.6,0.266666667,1,0.471830986,0,0.310631111,0.23112761,0,0,1,0.493472426,0.056526273,0.028998787,0.634003993,0.280155642,0.188354009,0,??,??,0.555870506,??,??
18.8,0.266666667,1,0.471830986,0,0.334511111,0.245577563,0,0,1,0.478332398,0.057316187,0.029995957,0.630317924,0.284046693,0.193940965,0,??,??,0.545725794,??,??
19,0.266666667,1,0.471830986,0,0.362666667,0.255633259,0,0,1,0.462146139,0.058137698,0.031020078,0.624942405,0.284046693,0.199677906,0,??,??,0.535431896,??,??
19.2,0.266666667,1,0.471830986,0,0.396946667,0.264237828,0,0,1,0.446308623,0.059022402,0.032071149,0.618952542,0.284046693,0.205583581,0,??,??,0.526182306,??,??
19.4,0.266666667,1,0.471830986,0,0.438208889,0.271432147,0,0,1,0.427810041,0.059938703,0.033203072,0.612041161,0.280155642,0.211662677,0,??,??,0.514396539,??,??
19.6,0.266666667,1,0.471830986,0,0.487511111,0.275673116,0,0,1,0.413344756,0.060918196,0.034361946,0.604361849,0.284046693,0.217910507,0,??,??,0.505892884,??,??
19.8,0.266666667,1,0.471830986,0,0.545644444,0.286801828,0,0,1,0.39444436,0.062024077,0.035601671,0.595146675,0.280155642,0.224331756,0,??,??,0.494703864,??,??
20,0.266666667,1,0.471830986,0,0.614444444,0.291829676,0,0,1,0.372420433,0.06319315,0.036949198,0.583934879,0.280155642,0.230973297,0,??,??,0.481127853,??,??
20.2,0.555555556,1,1,0,0.696266667,0.297092565,0,0,1,0.414595685,0.064962558,0.038916588,0.572415912,0.276264591,0.180320416,0,??,??,0.569446516,??,??
20.4,0.555555556,1,1,0,0.791377778,0.302937949,0,0,1,0.39849282,0.066858353,0.041045681,0.559975426,0.276264591,0.182438959,0,??,??,0.571087573,??,??
20.6,0.555555556,1,1,0,0.900844444,0.309611089,0,0,1,0.381806189,0.06891213,0.043282576,0.54676701,0.276264591,0.187730632,0,??,??,0.563628226,??,??
20.8,0.555555556,1,1,0,1,0.31728571,0,0,1,0.367507695,0.07112389,0.045627274,0.533405007,0.280155642,0.193350397,0,??,??,0.557362375,??,??
21,0.555555556,1,1,0,1,0.327637763,0,0,1,0.347318464,0.073304054,0.047998922,0.519121487,0.276264591,0.199143583,0,??,??,0.547516038,??,??
21.2,0.555555556,1,1,0,1,0.331255361,0,0,1,0.329267183,0.075515814,0.05037057,0.50468438,0.280155642,0.205086755,0,??,??,0.538714009,??,??
21.4,0.555555556,1,1,0,1,0.342394292,0,0,1,0.307068884,0.077695978,0.052715267,0.489479343,0.287937743,0.211203347,0,??,??,0.527077428,??,??
21.6,0.555555556,1,1,0,1,0.354033964,0,0,1,0.290298858,0.079907738,0.055086916,0.474735064,0.295719844,0.217465237,0,??,??,0.518126212,??,??
21.8,0.555555556,1,1,0,1,0.371478143,0,0,1,0.266356841,0.082087902,0.057458564,0.458915681,0.307392996,0.223905235,0,??,??,0.507384753,??,??
22,0.555555556,1,1,0,1,0.387982156,0,0,1,0.243226031,0.084299662,0.059803261,0.442789126,0.311284047,0.230542089,0,??,??,0.495449799,??,??
22.2,0.555555556,1,1,0,1,0.402258383,0,0,1,0.220709314,0.086479826,0.062174909,0.426662571,0.307392996,0.237352364,0,??,??,0.482768909,??,??
22.4,0.555555556,1,1,0,1,0.410648348,0,0,1,0.196873436,0.088691586,0.064546557,0.410228843,0.303501946,0.244354807,0,??,??,0.471430703,??,??
22.6,0.555555556,1,1,0,1,0.416084964,0,0,1,0.174333975,0.09087175,0.066891255,0.394102288,0.307392996,0.251544732,0,??,??,0.46039087,??,??
22.8,0.555555556,1,1,0,1,0.428460419,0,0,1,0.15177177,0.09308351,0.069262903,0.37812932,0.311284047,0.258912765,0,??,??,0.449649411,??,??
23,0.555555556,1,1,0,1,0.443043221,0,0,1,0.126101196,0.095263673,0.071634551,0.362002765,0.307392996,0.266472967,0,??,??,0.435775026,??,??
23.2,0.555555556,1,1,0,1,0.449644826,0,0,1,0.100134949,0.097475434,0.074006199,0.345569037,0.295719844,0.274239398,0,??,??,0.423392511,??,??
23.4,0.555555556,1,1,0,1,0.449144086,0,0,1,0.077489348,0.099655597,0.076350896,0.329749654,0.287937743,0.282202686,0,??,??,0.411606743,??,??
23.6,0.555555556,1,1,0,1,0.449450662,0,0,1,0.058497976,0.101867358,0.078722544,0.315005376,0.291828794,0.290320645,0,??,??,0.402207967,??,??
23.8,0.555555556,1,1,0,1,0.461815897,0,0,1,0.042531576,0.104047521,0.081067242,0.301489787,0.276264591,0.298555781,0,??,??,0.393704312,??,??
24,0.555555556,1,1,0,1,0.455183634,0,0,1,0.027224758,0.106259281,0.08343889,0.289356474,0.272373541,0.306898719,0,0.149080011,0.160061444,0.385797404,1.00E+00,1.204445428
24.2,0.555555556,1,0.154929577,0,1,0.458494656,0,0,1,0.010363755,0.107681127,0.084894219,0.280448472,0.272373541,0.315269779,0,??,??,0.376995375,??,??
24.4,0.555555556,1,0.154929577,0,1,0.465699194,0,0,1,0.004336553,0.10913457,0.086349549,0.27399785,0.280155642,0.323640839,0,??,??,0.373564076,??,??
24.6,0.555555556,1,0.154929577,0,1,0.478912624,0,0,1,0.240890965,0.110556416,0.087804878,0.280755644,0.26459144,0.331908785,0,??,??,0.396389676,??,??
24.8,0.555555556,1,0.154929577,0,1,0.473200089,0,0,1,0.590377705,0.112009858,0.089260208,0.367531869,0.046692607,0.335977138,0,??,??,0.658660301,??,??
25,0.555555556,1,0.154929577,0,1,0.141954846,0.962164078,0,1,0.588785614,0.113431704,0.090688586,0.448778989,0.902723735,0.338292538,0,??,??,0.685066388,??,??
25.2,0.555555556,1,0.154929577,0,1,0.906422759,0.096216285,0,1,0.651256236,0.11485355,0.092143916,0.523729074,0.443579767,0.340481388,0,??,??,0.687005818,??,??
25.4,0.555555556,1,0.154929577,0,1,0.542312559,0.009621505,0,1,0.647692984,0.116275396,0.093599245,0.591614191,0.155642023,0.342660863,0,??,??,0.686707444,??,??
25.6,0.555555556,1,0.154929577,0,1,0.162689608,0.660720586,0,1,0.643371594,0.117728838,0.095054575,0.652587928,0.715953307,0.344849712,0,??,??,0.68402208,??,??
25.8,0.555555556,1,0.154929577,0,1,0.669306593,0.066071936,0,1,0.644357174,0.119150684,0.096509904,0.707418215,0.385214008,0.347024501,0,??,??,0.685663136,??,??
26,0.555555556,1,0.154929577,0,0.938844444,0.409370948,0.006607071,0,1,0.640566481,0.120509337,0.097884382,0.755644294,0.186770428,0.349189915,0,??,??,0.685513949,??,??
26.2,0.555555556,1,0.154929577,0.058575502,0.469422222,0.122814279,0.482257509,0,1,0.624569756,0.121172865,0.098692899,0.79542313,0.614785992,0.351360016,0,??,??,0.678800537,??,??
26.4,0.555555556,1,0.154929577,0.11720306,0.234715556,0.512155691,0.048225628,0,1,0.615168837,0.121520427,0.099231909,0.819228997,0.389105058,0.35352543,0,??,??,0.674474116,??,??
26.6,0.555555556,1,0.154929577,0.175946044,0.11736,0.340381109,0.00482244,0,1,0.608648845,0.121710007,0.099609217,0.806481339,0.241245136,0.355695532,0,??,??,0.671341191,??,??
26.8,0.555555556,1,0.154929577,0.234994568,0.05868,0.229318811,0.000482121,0,1,0.606222802,0.121836393,0.099932624,0.750883121,0.163424125,0.357846885,0,??,??,0.670446069,??,??
27,0.555555556,1,0.154929577,0.294314684,0.029339556,0.068795572,0.290357759,0,1,0.604403269,0.121899586,0.10022908,0.674704346,0.455252918,0.359979489,0,??,??,0.669700134,??,??
27.2,0.555555556,1,0.154929577,0,0.006335111,0.329252397,0.029035653,0,1,0.601143273,0.121931183,0.100471635,0.598525572,0.346303502,0.362093346,0,??,??,0.6689542,??,??
27.4,0.555555556,1,0.154929577,0,0.071191111,0.250636069,0.002903442,0,1,0.600309321,0.122025972,0.100795041,0.57779143,0.260700389,0.364197829,0,??,??,0.668208265,??,??
27.6,0.555555556,1,0.154929577,0,0.159488889,0.190567594,0.000290221,0,1,0.60068839,0.122278745,0.1012532,0.61004454,0.214007782,0.366297624,0,??,??,0.669700134,??,??
27.8,0.555555556,1,0.154929577,0,0.210613333,0.155679235,2.89E-05,0,1,0.598034905,0.122594711,0.10173831,0.653048687,0.190661479,0.368402107,0,??,??,0.668506639,??,??
28,0.555555556,1,0.154929577,0,0.212351111,0.135578063,2.77E-06,0,1,0.595836303,0.122910676,0.102250371,0.692213178,0.178988327,0.370511277,0,??,??,0.668805013,??,??
28.2,0.555555556,1,0.204225352,0,0.168884444,0.040673347,0.19367659,0,1,0.558535883,0.123195046,0.10273548,0.714790355,0.408560311,0.372854799,0,??,??,0.653289572,??,??
28.4,0.555555556,1,0.204225352,0,0.099315556,0.246619922,0.019367536,0,1,0.552622401,0.123384625,0.103166689,0.703578559,0.369649805,0.375338932,0,??,??,0.651051768,??,??
28.6,0.555555556,1,0.204225352,0,0.042996889,0.228276453,0.001936631,0,1,0.546094828,0.123511011,0.103517046,0.64966979,0.326848249,0.3778465,0,??,??,0.648217216,??,??
28.8,0.555555556,1,0.204225352,0,0.049133333,0.205375219,0.00019354,0,1,0.549968916,0.123637398,0.103867403,0.605590539,0.287937743,0.380311885,0,??,??,0.65045502,??,??
29,0.555555556,1,0.204225352,0,0.105782222,0.182249163,1.92E-05,0,1,0.553835423,0.123858574,0.104271662,0.60390109,0.256809339,0.382716339,0,??,??,0.653438759,??,??
29.2,0.555555556,1,0.204225352,0,0.164013333,0.1643349,1.80E-06,0,1,0.553077285,0.124142943,0.104783722,0.63047151,0.237354086,0.385083296,0,??,??,0.652543637,??,??
29.4,0.555555556,1,0.204225352,0,0.191711111,0.150865991,5.70E-08,0,1,0.551561007,0.124458909,0.105295782,0.663031792,0.225680934,0.387445566,0,??,??,0.652842011,??,??
29.6,0.555555556,1,0.204225352,0,0.181826667,0.145848362,0,0,1,0.550651241,0.124774874,0.105807843,0.689602212,0.221789883,0.389779714,0,??,??,0.651499329,??,??
