Time (h),Aeration rate(Fg:L/h),Agitator RPM(RPM:RPM),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Heating water flow rate(Fh:L/h),Water for injection/dilution(Fw:L/h),Dumped broth flow(Fremoved:L/h),Dissolved oxygen concentration(DO2:mg/L),Vessel Volume(V:L),Vessel Weight(Wt:Kg),pH(pH:pH),Temperature(T:K),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),PAA concentration offline(PAA_offline:PAA (g L^{-1})),NH_3 concentration off-line(NH3_offline:NH3 (g L^{-1})),Oxygen in percent in off-gas(O2:O2  (%)),Offline Penicillin concentration(P_offline:P(g L^{-1})),Viscosity(Viscosity_offline:centPoise)
5.8,0,1,0.049295775,0,0.074711111,0.038591696,0,0,1,0.854209944,0.036399254,0.048969142,0.670403932,0.217898833,0.047428664,0,??,??,0.795613904,??,??
6,0,1,0.049295775,0,0.056502222,0.042680399,0,0,1,0.851101575,0.036399254,0.049157795,0.652127169,0.221789883,0.049565956,0,??,??,0.79143667,??,??
6.2,0,1,0.049295775,0,0.059395556,0.046902973,0,0,1,0.847689952,0.036399254,0.049346449,0.634157579,0.225680934,0.051782928,0,??,??,0.786513501,??,??
6.4,0,1,0.049295775,0,0.08296,0.050843498,0,0,1,0.844429956,0.036462447,0.049562054,0.62801413,0.225680934,0.054084266,0,??,??,0.781888707,??,??
6.6,0,1,0.049295775,0,0.113657778,0.055508564,0,0,1,0.841928098,0.036557237,0.049804609,0.634618338,0.229571984,0.056465285,0,??,??,0.77830822,??,??
6.8,0,1,0.049295775,0,0.13672,0.060371883,0,0,1,0.83844066,0.036652027,0.050074114,0.648901858,0.233463035,0.058916609,0,??,??,0.773385051,??,??
7,0,1,0.049295775,0,0.1432,0.06685188,0,0,1,0.835711361,0.03681001,0.05037057,0.664260482,0.241245136,0.061438238,0,??,??,0.769506191,??,??
7.2,0,1,0.049295775,0,0.13196,0.074397739,0,0,1,0.831769041,0.0369048,0.050640075,0.669943173,0.245136187,0.064039547,0,??,??,0.764284649,??,??
7.4,0,1,0.049295775,0,0.114275556,0.08048634,0,0,1,0.827750906,0.036999589,0.05088263,0.667025035,0.249027237,0.066725223,0,??,??,0.758615545,??,??
7.6,0,1,0.049295775,0,0.099924444,0.088513524,0,0,1,0.823656957,0.037062782,0.051125185,0.65780986,0.252918288,0.069499953,0,??,??,0.752797255,??,??
7.8,0,1,0.049295775,0,0.096231111,0.095201992,0,0,1,0.819032312,0.037125976,0.05134079,0.64598372,0.252918288,0.072377798,0,??,??,0.746382217,??,??
8,0,1,0.049295775,0,0.106284444,0.102345215,0,0,1,0.814710922,0.037220765,0.051583345,0.637690063,0.256809339,0.075344697,0,??,??,0.739967179,??,??
8.2,0.266666667,1,0.049295775,0,0.125822222,0.109672384,0,0,1,0.822671377,0.037315555,0.05185285,0.636461373,0.256809339,0.053090613,0,??,??,0.781291959,??,??
8.4,0.266666667,1,0.049295775,0,0.146688889,0.115885659,0,0,1,0.819032312,0.037441941,0.052149306,0.643219168,0.260700389,0.052631283,0,??,??,0.784126511,??,??
8.6,0.266666667,1,0.049295775,0,0.159702222,0.123120855,0,0,1,0.815165805,0.037599924,0.052445762,0.652280756,0.26459144,0.05466546,0,??,??,0.781291959,??,??
8.8,0.266666667,1,0.049295775,0,0.162422222,0.13177652,0,0,1,0.810616973,0.037757907,0.052769169,0.657656274,0.26848249,0.057041791,0,??,??,0.77636879,??,??
9,0.266666667,1,0.049295775,0,0.158871111,0.142016161,0,0,1,0.806447211,0.03791589,0.053065625,0.661803102,0.276264591,0.059511863,0,??,??,0.771594808,??,??
9.2,0.266666667,1,0.049295775,0,0.150502222,0.153758025,0,0,1,0.800078846,0.038042276,0.053362081,0.659806481,0.284046693,0.062061615,0,??,??,0.76324034,??,??
9.4,0.266666667,1,0.049295775,0,0.144568889,0.168494116,0,0,1,0.795150945,0.038200259,0.053631586,0.656273998,0.287937743,0.064695734,0,??,??,0.757571237,??,??
9.6,0.266666667,1,0.049295775,0,0.142622222,0.178488496,0,0,1,0.789464906,0.038326645,0.053928042,0.650284135,0.291828794,0.067414219,0,??,??,0.751156199,??,??
9.8,0.266666667,1,0.049295775,0,0.14764,0.189351509,0,0,1,0.784309563,0.038453032,0.054224498,0.646598065,0.291828794,0.070217071,0,??,??,0.745337908,??,??
10,0.266666667,1,0.049295775,0,0.156853333,0.198507915,0,0,1,0.777713757,0.038611015,0.054520954,0.640301029,0.295719844,0.073118351,0,??,??,0.737729375,??,??
10.2,0.266666667,1,0.049295775,0,0.173493333,0.21190529,0,0,1,0.771572834,0.038768997,0.054844361,0.634311166,0.299610895,0.076118059,0,??,??,0.730717589,??,??
10.4,0.266666667,1,0.049295775,0,0.197004444,0.223279263,0,0,1,0.765356098,0.038990173,0.055167767,0.635693442,0.299610895,0.079220882,0,??,??,0.723705803,??,??
10.6,0.266666667,1,0.049295775,0,0.218835556,0.233661973,0,0,1,0.757395642,0.039211349,0.055545075,0.641222546,0.303501946,0.082431507,0,??,??,0.714008653,??,??
10.8,0.266666667,1,0.049295775,0,0.234253333,0.243707449,0,0,1,0.750041698,0.039464122,0.055949333,0.651512824,0.303501946,0.085754621,0,??,??,0.705057437,??,??
11,0.266666667,1,0.049295775,0,0.237764444,0.254621558,0,0,1,0.744052403,0.039748491,0.056353591,0.659192136,0.311284047,0.089190224,0,??,??,0.69908996,??,??
11.2,0.266666667,1,0.049295775,0,0.232364444,0.272249683,0,0,1,0.736698458,0.040001264,0.056730899,0.662110275,0.326848249,0.092743003,0,??,??,0.691928987,??,??
11.4,0.266666667,1,0.049295775,0,0.223653333,0.293934832,0,0,1,0.72987521,0.04022244,0.057108206,0.660727999,0.33463035,0.096417646,0,??,??,0.684768014,??,??
11.6,0.266666667,1,0.049295775,0,0.216657778,0.312983426,0,0,1,0.723658474,0.040475212,0.057485514,0.654277377,0.342412451,0.100190716,0,??,??,0.67865135,??,??
11.8,0.266666667,1,0.049295775,0,0.217128889,0.332839337,0,0,1,0.716531971,0.040696389,0.057862822,0.648287513,0.361867704,0.104076275,0,??,??,0.671639564,??,??
12,0.266666667,1,0.049295775,0,0.224435556,0.362556779,0,0,1,0.709784537,0.040949161,0.058240129,0.640608202,0.381322957,0.108074323,0,0.234761495,0.188018433,0.664926152,1.000002075,1.078783448
12.2,0.266666667,1,0.154929577,0,0.240542222,0.395299105,0,0,1,0.701748268,0.041296723,0.05875219,0.634771924,0.377431907,0.112194235,0,??,??,0.656720871,??,??
12.4,0.266666667,1,0.154929577,0,0.263422222,0.410617691,0,0,1,0.693863626,0.041707479,0.059291201,0.632468131,0.385214008,0.116445384,0,??,??,0.648813964,??,??
12.6,0.266666667,1,0.154929577,0,0.288937778,0.432364154,0,0,1,0.749131931,0.042118234,0.059857162,0.633696821,0.377431907,0.120818395,0,??,??,0.640011935,??,??
12.8,0.266666667,1,0.154929577,0,0.313066667,0.442460727,0,0,1,0.740110082,0.042592183,0.060450074,0.638765167,0.365758755,0.125327331,0,??,??,0.631209906,??,??
13,0.266666667,1,0.154929577,0,0.331426667,0.449552854,0,0,1,0.731694743,0.043066132,0.061069937,0.641376133,0.350194553,0.129976879,0,??,??,0.623153812,??,??
13.2,0.266666667,1,0.154929577,0,0.346764444,0.452301819,0,0,1,0.723506846,0.043603273,0.061689799,0.644140685,0.357976654,0.134757663,0,??,??,0.614799344,??,??
13.4,0.266666667,1,0.154929577,0,0.358831111,0.472586937,0,0,1,0.715243135,0.044108819,0.062363563,0.642604823,0.369649805,0.139669685,0,??,??,0.607041623,??,??
13.6,0.266666667,1,0.154929577,0,0.372653333,0.497358285,0,0,1,0.706524541,0.044677557,0.063010376,0.639225925,0.377431907,0.144717631,0,??,??,0.59794122,??,??
13.8,0.266666667,1,0.154929577,0,0.390533333,0.523131115,0,0,1,0.701217571,0.045246295,0.06371109,0.635539856,0.369649805,0.149887441,0,??,??,0.59212293,??,??
14,0.266666667,1,0.154929577,0,0.412631111,0.531919629,0,0,1,0.709708723,0.04584663,0.064438755,0.639379512,0.357976654,0.155075998,0,??,??,0.593465612,??,??
14.2,0.266666667,1,0.154929577,0,0.430115556,0.536283229,0,0,1,0.788024442,0.046478562,0.06516642,0.672707725,0.319066148,0.159744294,0,??,??,0.647023721,??,??
14.4,0.266666667,1,0.154929577,0,0.40888,0.517868225,0,0,1,0.792649088,0.047078897,0.065894084,0.721394563,0.256809339,0.163240828,0,??,??,0.686558257,??,??
14.6,0.266666667,1,0.154929577,0,0.331413333,0.473527104,0,0,1,0.792118391,0.047584442,0.066513947,0.757948088,0.225680934,0.166428018,0,??,??,0.693122482,??,??
14.8,0.266666667,1,0.154929577,0.05866377,0.165706667,0.451085734,0,0,1,0.790374672,0.047837214,0.066918205,0.747964982,0.19844358,0.16956365,0,??,??,0.694166791,??,??
15,0.266666667,1,0.154929577,0.117734927,0.082853333,0.429145105,0,0,1,0.788251884,0.047963601,0.067268562,0.704653663,0.175097276,0.172699283,0,??,??,0.693868417,??,??
15.2,0.266666667,1,0.154929577,0,0.025142667,0.128741416,0.595314196,0,1,0.787872815,0.048026794,0.067511117,0.64229765,0.785992218,0.175825541,0,??,??,0.694315978,??,??
15.4,0.266666667,1,0.154929577,0,0.039644444,0.679157905,0.059531297,0,1,0.785446771,0.048089987,0.067753672,0.592382123,0.715953307,0.178937738,0,??,??,0.692674922,??,??
15.6,0.266666667,1,0.154929577,0,0.11152,0.660671367,0.005953007,0,1,0.784916074,0.04824797,0.068104029,0.575641223,0.591439689,0.182049935,0,??,??,0.692824109,??,??
15.8,0.266666667,1,0.154929577,0,0.202595556,0.599243738,0.000595178,0,1,0.784764446,0.048563936,0.068562188,0.592842881,0.478599222,0.185152758,0,??,??,0.69371923,??,??
16,0.266666667,1,0.154929577,0,0.273777778,0.538694961,5.94E-05,0,1,0.78521933,0.048974691,0.06912815,0.629396406,0.39688716,0.188236833,0,??,??,0.695061913,??,??
16.2,0.266666667,1,0.471830986,0,0.302697778,0.493853098,5.82E-06,0,1,0.699398038,0.049701412,0.070044468,0.636461373,0.365758755,0.192056773,0,??,??,0.630613158,??,??
16.4,0.266666667,1,0.471830986,0,0.323862222,0.484717131,4.59E-07,0,1,0.690906885,0.05045973,0.071014688,0.636614959,0.346303502,0.196725069,0,??,??,0.606444875,??,??
16.6,0.266666667,1,0.471830986,0,0.34468,0.483644115,0,0,1,0.688329214,0.051249645,0.072011858,0.64229765,0.3307393,0.201585533,0,??,??,0.601670894,??,??
16.8,0.266666667,1,0.471830986,0,0.358933333,0.48292877,0,0,1,0.685372474,0.052071155,0.073009028,0.646290892,0.311284047,0.206483494,0,??,??,0.600029837,??,??
17,0.266666667,1,0.471830986,0,0.368493333,0.479045473,0,0,1,0.682339919,0.052892666,0.074033149,0.650284135,0.299610895,0.211414264,0,??,??,0.598836342,??,??
17.2,0.266666667,1,0.471830986,0,0.373457778,0.477798731,0,0,1,0.680368759,0.053745774,0.07505727,0.655506067,0.284046693,0.216363782,0,??,??,0.597792033,??,??
17.4,0.266666667,1,0.471830986,0,0.372426667,0.4735782,0,0,1,0.677866901,0.054567285,0.076081391,0.660881585,0.260700389,0.221327361,0,??,??,0.597642846,??,??
17.6,0.266666667,1,0.471830986,0,0.365071111,0.460875731,0,0,1,0.677487832,0.055388796,0.077078561,0.667332207,0.241245136,0.226295628,0,??,??,0.598239594,??,??
17.8,0.266666667,1,0.471830986,0,0.350231111,0.448714879,0,0,1,0.676957135,0.05617871,0.078075731,0.674243588,0.20233463,0.231226398,0,??,??,0.59943309,??,??
18,0.266666667,1,0.471830986,0,0.327408889,0.41895656,0,0,1,0.673697139,0.056968625,0.079045951,0.676700968,0.178988327,0.236143107,0,??,??,0.596747725,??,??
18.2,0.266666667,1,0.471830986,0,0.301884444,0.125685875,0.571475378,0,1,0.673772953,0.057695346,0.07998922,0.677161726,0.80155642,0.241041067,0,??,??,0.597195286,??,??
18.4,0.266666667,1,0.471830986,0,0.275773333,0.685238331,0.057147415,0,1,0.668011099,0.05839047,0.080878588,0.672246967,0.723735409,0.245943715,0,??,??,0.594808295,??,??
18.6,0.266666667,1,0.471830986,0,0.255426667,0.661284519,0.005714618,0,1,0.664751103,0.059022402,0.081741005,0.662878206,0.630350195,0.250874485,0,??,??,0.592868865,??,??
18.8,0.266666667,1,0.471830986,0,0.245848889,0.631577296,0.000571339,0,1,0.66096041,0.05968593,0.082603423,0.653202273,0.53307393,0.25582869,0,??,??,0.589437565,??,??
19,0.266666667,1,0.471830986,0,0.247511111,0.585488691,5.70E-05,0,1,0.656487392,0.060317862,0.08346584,0.645830134,0.459143969,0.260801644,0,??,??,0.585558705,??,??
19.2,0.266666667,1,0.471830986,0,0.257537778,0.552347816,5.58E-06,0,1,0.653909721,0.06098139,0.084355208,0.639686684,0.381322957,0.265793345,0,??,??,0.58436521,??,??
19.4,0.266666667,1,0.471830986,0,0.274733333,0.508752696,4.35E-07,0,1,0.653833907,0.061676514,0.085244576,0.638150822,0.322957198,0.270775673,0,??,??,0.584961957,??,??
19.6,0.266666667,1,0.471830986,0,0.293671111,0.473240966,0,0,1,0.652090188,0.062403235,0.086187845,0.640147443,0.284046693,0.275734565,0,??,??,0.58436521,??,??
19.8,0.266666667,1,0.471830986,0,0.3104,0.452751464,0,0,1,0.652090188,0.063161553,0.087131114,0.643833513,0.252918288,0.280674709,0,??,??,0.586006266,??,??
20,0.266666667,1,0.471830986,0,0.322831111,0.43215977,0,0,1,0.651407863,0.063919871,0.088074384,0.651359238,0.229571984,0.285591418,0,??,??,0.586901387,??,??
20.2,0.555555556,1,1,0,0.3266,0.414582741,0,0,1,0.589467938,0.065152138,0.089583614,0.620795577,0.256809339,0.221903868,0,??,??,0.604803819,??,??
20.4,0.555555556,1,1,0,0.366102222,0.444034484,0,0,1,0.57673121,0.066447597,0.091119795,0.588696053,0.291828794,0.223024071,0,??,??,0.59212293,??,??
20.6,0.555555556,1,1,0,0.442346667,0.479249857,0,0,1,0.567481918,0.067869443,0.092763778,0.566272462,0.303501946,0.228104827,0,??,??,0.584216023,??,??
20.8,0.555555556,1,1,0,0.5444,0.499259057,0,0,1,0.564449364,0.069417675,0.094515564,0.551528183,0.319066148,0.233494927,0,??,??,0.582724153,??,??
21,0.555555556,1,1,0,0.663688889,0.520034696,0,0,1,0.562099134,0.07112389,0.096429053,0.543388112,0.322957198,0.23891315,0,??,??,0.579740415,??,??
21.2,0.555555556,1,1,0,0.7924,0.534811664,0,0,1,0.561871693,0.073019685,0.098477294,0.539241284,0.322957198,0.244317311,0,??,??,0.579889602,??,??
21.4,0.555555556,1,1,0,0.925777778,0.545930156,0,0,1,0.557853558,0.075136655,0.100687239,0.536630318,0.3307393,0.249730847,0,??,??,0.577950172,??,??
21.6,0.555555556,1,1,0,1,0.565285327,0,0,1,0.551940077,0.077316819,0.103004986,0.534019352,0.326848249,0.255200627,0,??,??,0.573474564,??,??
21.8,0.555555556,1,1,0,1,0.573470908,0,0,1,0.547542873,0.079528579,0.105322733,0.532176317,0.319066148,0.260703216,0,??,??,0.568551395,??,??
22,0.555555556,1,1,0,1,0.579878349,0,0,1,0.547232036,0.081708743,0.107613529,0.532483489,0.295719844,0.266187057,0,??,??,0.568103834,??,??
22.2,0.555555556,1,1,0,1,0.57076282,0,0,1,0.545033434,0.083920503,0.109931276,0.533865766,0.287937743,0.271647463,0,??,??,0.566462778,??,??
22.4,0.555555556,1,1,0,1,0.570854792,0,0,1,0.540446695,0.086100667,0.112222072,0.535862387,0.280155642,0.277103182,0,??,??,0.562136357,??,??
22.6,0.555555556,1,1,0,1,0.574257787,0,0,1,0.535708329,0.088312427,0.114512869,0.537091077,0.26459144,0.282582336,0,??,??,0.558854244,??,??
22.8,0.555555556,1,1,0,1,0.567196318,0,0,1,0.533903959,0.090492591,0.116830616,0.539241284,0.249027237,0.288056803,0,??,??,0.557213188,??,??
23,0.555555556,1,1,0,1,0.557334787,0,0,1,0.528998802,0.092704351,0.119121412,0.541391491,0.225680934,0.293535957,0,??,??,0.552588393,??,??
23.2,0.555555556,1,1,0,1,0.542455627,0,0,1,0.522046671,0.094884515,0.121412209,0.542466595,0.217898833,0.299047921,0,??,??,0.547814411,??,??
23.4,0.555555556,1,1,0,1,0.535527008,0,0,1,0.520970114,0.097096275,0.123729956,0.544156044,0.20233463,0.304564571,0,??,??,0.547217664,??,??
23.6,0.555555556,1,1,0,1,0.525481531,0,0,1,0.51941593,0.099276438,0.126020752,0.545999078,0.190661479,0.310067161,0,??,??,0.547366851,??,??
23.8,0.555555556,1,1,0,1,0.513300242,0,0,1,0.514715471,0.101488199,0.128311548,0.547227768,0.175097276,0.315583811,0,??,??,0.544532299,??,??
24,0.555555556,1,1,0,1,0.153993067,0.712703971,0,1,0.514654819,0.103668362,0.130602345,0.549224389,0.941634241,0.3210864,0,0.165321774,0.179723502,0.542891243,1.000000428,1.217312253
24.2,0.555555556,1,0.154929577,0,1,0.845904639,0.071270274,0,1,0.729192886,0.105090208,0.132057674,0.611426816,0.708171206,0.324517317,0,??,??,0.683872893,??,??
24.4,0.555555556,1,0.154929577,0,1,0.690950865,0.007126904,0,1,0.726994284,0.106512054,0.133486053,0.670250346,0.482490272,0.326612425,0,??,??,0.699239147,??,??
24.6,0.555555556,1,0.154929577,0,0.981822222,0.541801598,0.000712567,0,1,0.72555382,0.1079339,0.134914432,0.722776839,0.307392996,0.328623167,0,??,??,0.700283455,??,??
24.8,0.555555556,1,0.154929577,0,0.902933333,0.415400277,7.11E-05,0,1,0.722369638,0.10922936,0.136235009,0.768545538,0.194552529,0.330619847,0,??,??,0.697448903,??,??
25,0.555555556,1,0.154929577,0.05858795,0.451466667,0.324183672,6.99E-06,0,1,0.713802672,0.109892888,0.137016575,0.802180925,0.13229572,0.332602467,0,??,??,0.692525735,??,??
25.2,0.555555556,1,0.154929577,0.117270958,0.225737778,0.09725503,0.451064744,0,1,0.770359813,0.11024045,0.137528635,0.802948856,0.571984436,0.334594461,0,??,??,0.688348501,??,??
25.4,0.555555556,1,0.154929577,0.176217635,0.112871111,0.491063256,0.045106351,0,1,0.769070977,0.110430029,0.137905943,0.760251881,0.474708171,0.336567706,0,??,??,0.688796061,??,??
25.6,0.555555556,1,0.154929577,0.235458537,0.056435556,0.42947212,0.004510512,0,1,0.766644933,0.110524819,0.138229349,0.692366764,0.365758755,0.338522203,0,??,??,0.687005818,??,??
25.8,0.555555556,1,0.154929577,0,0.012860889,0.359582991,0.000450928,0,1,0.765886795,0.110556416,0.138471904,0.61618799,0.280155642,0.340448578,0,??,??,0.68790094,??,??
26,0.555555556,1,0.154929577,0,0.057408889,0.300955424,4.50E-05,0,1,0.764977028,0.110651205,0.13876836,0.567347566,0.217898833,0.342374953,0,??,??,0.688497688,??,??
26.2,0.555555556,1,0.154929577,0,0.158173333,0.251443386,4.37E-06,0,1,0.765962609,0.110903978,0.139199569,0.560589771,0.175097276,0.344301328,0,??,??,0.690437118,??,??
26.4,0.555555556,1,0.154929577,0,0.266568889,0.075432944,0.341999418,0,1,0.765659353,0.111283137,0.13976553,0.586545845,0.521400778,0.34623239,0,??,??,0.691033865,??,??
26.6,0.555555556,1,0.154929577,0,0.344991111,0.385263848,0.034199819,0,1,0.766341678,0.111788682,0.140412343,0.628628475,0.463035019,0.348149391,0,??,??,0.690735492,??,??
26.8,0.555555556,1,0.154929577,0,0.374937778,0.355280707,0.003419859,0,1,0.764673773,0.112325824,0.141086107,0.670711104,0.389105058,0.350061705,0,??,??,0.689392809,??,??
27,0.555555556,1,0.154929577,0,0.356275556,0.314414114,0.000341863,0,1,0.762475171,0.112831369,0.141759871,0.706957457,0.326848249,0.351978706,0,??,??,0.688945248,??,??
27.2,0.555555556,1,0.154929577,0,0.295768889,0.277297969,3.41E-05,0,1,0.759670058,0.113273721,0.142352783,0.727691599,0.284046693,0.353900394,0,??,??,0.687453379,??,??
27.4,0.555555556,1,0.154929577,0,0.211284444,0.252761663,3.28E-06,0,1,0.757623084,0.113589687,0.142837892,0.72354477,0.245136187,0.355808021,0,??,??,0.687005818,??,??
27.6,0.555555556,1,0.154929577,0,0.131742222,0.227857465,2.05E-07,0,1,0.755272854,0.113779266,0.143242151,0.688373522,0.225680934,0.357706273,0,??,??,0.686707444,??,??
27.8,0.555555556,1,0.154929577,0,0.092835556,0.211690686,0,0,1,0.75186123,0.113937249,0.143565557,0.641683305,0.20233463,0.359595152,0,??,??,0.683723706,??,??
28,0.555555556,1,0.154929577,0,0.107955556,0.195350181,0,0,1,0.751633789,0.114095232,0.143942865,0.603747504,0.190661479,0.361474656,0,??,??,0.684171267,??,??
28.2,0.555555556,1,0.204225352,0,0.166813333,0.185182074,0,0,1,0.735182181,0.114411198,0.144427975,0.588235294,0.19844358,0.363504146,0,??,??,0.673877368,??,??
28.4,0.555555556,1,0.204225352,0,0.243395556,0.188533973,0,0,1,0.733969159,0.114821953,0.145020887,0.596375365,0.19844358,0.365636751,0,??,??,0.673429808,??,??
28.6,0.555555556,1,0.204225352,0,0.310471111,0.189790935,0,0,1,0.733059393,0.115327498,0.1456677,0.62187068,0.20233463,0.36777873,0,??,??,0.672087125,??,??
28.8,0.555555556,1,0.204225352,0,0.34816,0.19112965,0,0,1,0.731088232,0.11586464,0.146395365,0.653355859,0.206225681,0.369925396,0,??,??,0.670744443,??,??
29,0.555555556,1,0.204225352,0,0.349586667,0.194369137,0,0,1,0.72888963,0.116433379,0.147096079,0.680233451,0.210116732,0.372076749,0,??,??,0.669998508,??,??
29.2,0.555555556,1,0.204225352,0,0.31992,0.199407204,0,0,1,0.726160331,0.116938924,0.147769842,0.701735524,0.214007782,0.374228102,0,??,??,0.667313143,??,??
29.4,0.555555556,1,0.204225352,0,0.265462222,0.201910909,0,0,1,0.72456824,0.117381276,0.148362754,0.708800491,0.214007782,0.37635602,0,??,??,0.666119648,??,??
